imsi_prefix,date,Incoming data,Outgoing data,cdrs
73001-Entel Telefonia Movil -CHLMV,29-05-2018,174,105,64
73212-Telefonica Moviles-COLTM,29-05-2018,665,189,50
73801-Digicel Guyana-GUYUM,29-05-2018,2,2,44
74801-Antel-URYAN,29-05-2018,2,0,2
74807-Telefonica Moviles-URYTM,29-05-2018,0,0,3
90131-Orange France-AAZOR,29-05-2018,2,1,20
90137-Transatel-AAZTR,29-05-2018,1270,749,213
90140-Telekom Deutschland Global SIM-AAZTD,29-05-2018,22,40,19
20201-Cosmote Mobile Telecom-GRCCO,30-05-2018,108527,17742,19291
20205-Vodafone Greece-GRCPF,30-05-2018,572,74,212
20210-Stet Hellas Telecommunications-GRCSH,30-05-2018,23866,4522,3087
20404-Vodafone Netherlands-NLDLT,30-05-2018,16349,8787,838045
20408-KPN Tel Netherlands -NLDPT,30-05-2018,751437,158031,1027865
20412-Telfort-NLDTM,30-05-2018,6729,1290,1260
20416-T-Mobile Netherlands-NLDPN,30-05-2018,821054,132010,57728
20420-Orange Netherlands-NLDDT,30-05-2018,19,9,33
20601-Belgacom Mobile -BELTB,30-05-2018,33588,6999,6274
20610-Mobistar-BELMO,30-05-2018,174652,27843,103329
20620-Base-BELKO,30-05-2018,8361,809,741
20801-Orange France-FRAF1,30-05-2018,3466590,449432,537886
20810-SFR France-FRAF2,30-05-2018,0,0,57
20815-Free Mobile -FRAF5,30-05-2018,570605,91748,28832
20815-France Free Mobile-FRAFM,30-05-2018,570605,91748,28832
20820-Bouygues Telecom-FRAF3,30-05-2018,928975,104039,108769
21401-Vodafone Espaqa-ESPAT,30-05-2018,16377,2124,3901
21403-Amena-ESPRT,30-05-2018,1245952,169732,234520
21404-Xfera Moviles-ESPXF,30-05-2018,256108,36542,18056
21407-Telefonica Moviles-ESPTE,30-05-2018,45880,9607,107466
21421-Jazztel Spain -ESPJZ,30-05-2018,11054,1813,1438
21601-Pannon GSM-HUNH1,30-05-2018,95295,13612,9354
21630-Westel 900 GSM-HUNH2,30-05-2018,196887,34771,19577
21670-Vodafone Hungary-HUNVR,30-05-2018,1714,133,213
21901-HT Mobile-HRVCN,30-05-2018,93200,11724,5954
21910-VIP Net GSM -HRVVI,30-05-2018,78,24,59
22001-Mobtel-YUGMT,30-05-2018,63,8,9
22003-Telekom Srbija-YUGTS,30-05-2018,11,3,26
22201-TIM Italy -ITASI,30-05-2018,564563,71839,60054
22210-Vodafone Omnitel-ITAOM,30-05-2018,17696,4228,4467
22288-Wind Italy-ITAWI,30-05-2018,693698,81207,75269
22299-Hutchinson 3G - Italy-ITAH3,30-05-2018,21409,3070,3677
22601-Mobifon -ROMMF,30-05-2018,8821,1391,2303
22603-Cosmorom-ROMCS,30-05-2018,179801,25556,13057
22610-Orange Romania-ROMMR,30-05-2018,753564,115888,55253
22801-Swisscom-CHEC1,30-05-2018,191080,39929,24641
22802-sunrise-CHEDX,30-05-2018,26909,6040,6518
22803-Orange Switzerland-CHEOR,30-05-2018,44032,10039,6496
23001-T-Mobile Czech-CZERM,30-05-2018,292472,34381,21457
23002-Eurotel Praha -CZEET,30-05-2018,2435,144,489
23003-Cesky Mobil -CZECM,30-05-2018,6793,1198,813
23101-Orange Slovakia-SVKGT,30-05-2018,67106,11623,6700
23102-Eurotel Bratislava-SVKET,30-05-2018,55298,8110,5895
23106-Telefonica o2-SVKO2,30-05-2018,391,192,173
23201-Mobilkom Austria-AUTPT,30-05-2018,51202,8666,9480
23203-T-Mobile Austria-AUTMM,30-05-2018,152056,34919,692723
23205-Connect -AUTCA,30-05-2018,1018,169,757
23207-Tele Ring Telekom -AUTTR,30-05-2018,34778,6421,4754
23401-MCOM UK-GBRYC,30-05-2018,6174984,548340,173479
23403-Airtel-GBRAJ,30-05-2018,689,156,132
23418-Cloud 9-GBRC9,30-05-2018,115,23,117
23450-Jersey Telecoms -GBRJT,30-05-2018,13609,5229,231700
23455-Guernsey Telecom-GBRGT,30-05-2018,1266,213,2462
23458-Manx Telecom-GBRMT,30-05-2018,7575,3190,219307
23801-Tele Danmark Mobil-DNKTD,30-05-2018,37244,5659,6000
23802-Sonofon -DNKDM,30-05-2018,180225,29262,320258
23806-Hi3G - Denmark-DNKHU,30-05-2018,252,52,123
23820-Telia Mobile (Denmark)-DNKIA,30-05-2018,219392,33962,12956
24001-Telia Mobitel (Sweden)-SWETR,30-05-2018,480563,65451,31593
24002-HI 3G-SWEHU,30-05-2018,206,44,79
24007-Tele2 AB-SWEIQ,30-05-2018,291523,47951,120707
24008-Vodafone Sweden-SWEEP,30-05-2018,201368,39236,358369
24010-Tele2-SWESM,30-05-2018,0,0,28
24042-Sweden Telenor-SWECN,30-05-2018,240,95,91307
24201-Telenor Mobil -NORTM,30-05-2018,611013,84742,121883
24202-NetCom-NORNC,30-05-2018,260032,33518,31577
24205-Telia Norge Norway-NORNN,30-05-2018,53826,7970,17042
24405-Radiolinja Finland-FINRL,30-05-2018,4988,512,617
24412-Finnish 2G-FIN2G,30-05-2018,5640,682,13057
24421-Elisa (2nd code)-FINES,30-05-2018,111,10,30
24491-Sonera Corporation-FINTF,30-05-2018,173976,25365,11344
24601-Omnitel Lithuania-LTUOM,30-05-2018,62429,9234,8822
24602-Bite GSM-LTUMT,30-05-2018,35,8,16
24603-Tele2-LTU03,30-05-2018,80678,14282,14404
24701-Latvian Mobile Telephone-LVALM,30-05-2018,85707,11191,16615
24702-Baltcom GSM -LVABC,30-05-2018,55015,6745,6585
24801-Estonian Mob Tel-ESTEM,30-05-2018,63575,9680,4138
24802-Radiolinja Estonia-ESTRE,30-05-2018,869,154,131
24803-Estonia Ritabell (Tele2)-ESTRB,30-05-2018,29329,3335,16651
25001-MTS-RUS01,30-05-2018,9101,4169,1534
25002-MegaFon -RUSNW,30-05-2018,6975,1616,924
25099-VimpelCom-RUSBD,30-05-2018,18073,3913,14996
25501-Ukraine Mobile Communications-UKRUM,30-05-2018,46,10,17
25503-Kyvistar GSM-UKRKS,30-05-2018,8121,4566,2108
25506-Astelit LLC-UKRAS,30-05-2018,585,112,208
25901-Voxtel-MDAVX,30-05-2018,0,1,19
26001-Polkomtel -POLKM,30-05-2018,320387,37305,25540
26002-Era -POL02,30-05-2018,520936,64619,45919
26003-PTK Centeltel -POL03,30-05-2018,760557,99254,91318
26006-P4 - 3G Poland-POLP4,30-05-2018,896,160,672
26201-T-Mobile Germany-DEUD1,30-05-2018,1566016,317955,989093
26202-Vodafone Germany-DEUD2,30-05-2018,12721,2209,5531
26203-Eplus -DEUE1,30-05-2018,15399,3836,7920
26207-O2 Germany-DEUE2,30-05-2018,49138,13356,16995
26601-Gibtel Telecommunications -GIBGT,30-05-2018,2306,559,362
26801-Vodafone Portugal-PRTTL,30-05-2018,4303,942,1272
26803-Optimus -PRTOP,30-05-2018,112757,17340,9272
26806-TMN-PRTTM,30-05-2018,94345,15691,12458
27001-Luxembourg P&T-LUXPT,30-05-2018,48561,5866,44234
27077-Tango -LUXTG,30-05-2018,2270,302,480
27099-VOX Mobile - Luxembourg-LUXVM,30-05-2018,21624,2871,4148
27201-Vodafone Ireland-IRLEC,30-05-2018,4830,1462,30450
27202-O2 Ireland-IRLDF,30-05-2018,16266,4289,307662
27203-Meteor-IRLME,30-05-2018,632430,79846,40847
27205-Hutchinson 3G - Ireland-IRLH3,30-05-2018,48377,5931,15799
27401-Landssimi Islands -ISLPS,30-05-2018,470,95,147
27402-TAL -ISLTL,30-05-2018,1732,149,1015
27411-Nova Iceland-ISLK9,30-05-2018,5658,1026,933
27411-Nova Efh-ISLNO,30-05-2018,5658,1026,933
27601-AMC (Albanian Mobile) -ALBAM,30-05-2018,269,43,322
27801-Vodafone Malta-MLTTL,30-05-2018,261,63,156
27821-Go Mobile -MLTGO,30-05-2018,4515,889,864
28001-Cyprus Telecommunications Author-CYPCT,30-05-2018,692,73,183
28010-Scancom (Cyprus)-CYPSC,30-05-2018,14919,3124,2437
28020-CYPRUS Primtel-CYPPT,30-05-2018,52,9,21
28202-Magticom-GEOMA,30-05-2018,83,3,2
28310-Orange-ARMOR,30-05-2018,142,19,23
28401-MobiTel AD Bulgaria-BGR01,30-05-2018,1613,258,291
28403-Bulgarian Telecom -  Bulgaria-BGRVA,30-05-2018,34340,6239,4562
28405-Globul - Cosmo Bulgaria -BGRCM,30-05-2018,304097,39292,23022
28601-Turkcell-TURTC,30-05-2018,127326,24446,8678
28603-IS TIM-TURIS,30-05-2018,9017,1332,649
28604-Aycell - Turkey-TURAC,30-05-2018,0,0,2
29001-Tele Greenland -GRLTG,30-05-2018,3,18,4
29340-SI-Mobil-SVNSM,30-05-2018,766,106,206
29341-Mobitel Slovenia-SVNMT,30-05-2018,8128,1542,555
29364-T-2 d.o.o. Slovenia-SVNFT,30-05-2018,185,17,27
29401-Makedonski Telekomunikacii-MKDMM,30-05-2018,223,106,56
29502-VIAG Europlatform-LIEK9,30-05-2018,1,0,1
29502-VIAG Europlatform-LIEVE,30-05-2018,1,0,1
29505-Mobilkom-LIEMK,30-05-2018,90,93,2366
29701-Telenor Montenegro-MNEPM,30-05-2018,0,1,1
29702-T-Mobile Montenegro-MNETM,30-05-2018,64,40,67
30222-Telus Canada-CANTS,30-05-2018,47413,15078,11537
30237-Microcell (Fido)-CANMC,30-05-2018,2630,716,1521
30261-Bell Mobility-CANBM,30-05-2018,43395,12283,8075
30272-Rogers Wireless -CANRW,30-05-2018,23519,6028,8066
31017-Cingular (Pacific Bell Services)-USAPB,30-05-2018,1760,899,18424
31026-T-Mobile- USAW6-USAW6,30-05-2018,753335,333892,221217
31041-Cingular (Genesis)-USACG,30-05-2018,1030770,330566,203980
31148-Verizon-USAVZ,30-05-2018,1,0,11
33402-Radiomovil-MEXTL,30-05-2018,9,10,21
33403-Mexico - Telefonica-MEXMS,30-05-2018,14,1,11
33405-Iusacell Mexico-MEXIU,30-05-2018,10,8,50
33805-Digicel Barbados Barbados-BRBDC,30-05-2018,204,67,306
33805-Digicel Mossel-JAMDC,30-05-2018,204,67,306
33818-C&W/Jamaica-JAMCW,30-05-2018,0,3,83
34001-Orange Caraïbe (FWI)-GLP01,30-05-2018,808,350,191
34020-FWI Bouygues Telecom-FRAF4,30-05-2018,14,23,5
34260-C&W/Barbados-BRBCW,30-05-2018,5,3,6
34492-Antigua C&W-ATGCW,30-05-2018,10,13,25
34614-C&W/Cayman-CYMCW,30-05-2018,22,14,84
34857-CCT Boatphone - Virgin Islands-VGBCC,30-05-2018,1,0,1
35000-Bermuda Digital-BMUBD,30-05-2018,11,2,13
35211-Grenada-GRDCW,30-05-2018,1,0,8
35486-Montserrat C & W-MSRCW,30-05-2018,0,0,14
35611-St Kitts - C & W-KNACW,30-05-2018,0,0,1
36011-St Vincent - C & W-VCTCW,30-05-2018,0,0,5
36291-Setel NV (UTS Wireless Curacao)-ANTUT,30-05-2018,0,0,1
36439-BTC-BHSBH,30-05-2018,1,1,3
36584-Anguillia C&W-AIACW,30-05-2018,0,0,5
37001-Orange Dominican Republic-DOM01,30-05-2018,0,0,2
37413-Digicel Trinidad-TTODL,30-05-2018,0,0,14
37635-Turks & Calcos - C & W-TCACW,30-05-2018,1,0,3
40001-Azercell Telecom-AZEAC,30-05-2018,0,0,2
40002-Bakcell -AZEBC,30-05-2018,0,0,2
40101-Kar-tel -KAZKT,30-05-2018,78,12,53
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,30-05-2018,5146,1007,1033
40403-Airtel Bharti [Himachal Pradesh]-INDBL,30-05-2018,27,6,21
40404-Idea Cellular Delhi-INDID,30-05-2018,29,40,11
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,30-05-2018,1535,271,166
40407-Idea Cellular [Andhra Pradesh] I-IND07,30-05-2018,12,2,29
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,30-05-2018,52397,16455,6592
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,30-05-2018,2084,1566,391
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,30-05-2018,0,2,58
40416-Bharti Hexacom North East  India-IND16,30-05-2018,53,8,28
40419-Escotel [Kerala] INDEK - 40419-INDEK,30-05-2018,0,0,2
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,30-05-2018,13335,3090,1382
40422-Idea Cellular [Maharashtra] INDB-INDBO,30-05-2018,597,210,100
40424-Idea Cellular [Gujarat] INDBI - -INDBI,30-05-2018,13,4,6
40427-BPL Cellular [Maharashtra]-INDBM,30-05-2018,130,33,70
40430-Hutchison [Calcutta] INDCC - 404-INDCC,30-05-2018,2228,534,120
40431-Airtel Bharti [Calcutta] INDMT --INDMT,30-05-2018,4243,1085,1727
40440-Airtel Bharti [Chennai] INDSC - -INDSC,30-05-2018,9350,2926,1673
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,30-05-2018,178,30,15
40444-Spice Telekom [Karnataka] INDSK -INDSK,30-05-2018,1,0,1
40445-Airtel Bharti [Karnataka] INDJB -INDJB,30-05-2018,17898,3876,3184
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,30-05-2018,9057,3492,2272
40456-Escotel [UP West]-INDEU,30-05-2018,14,2,3
40470-Airtel India [Rajasthan] INDH1-INDH1,30-05-2018,4509,790,443
40490-Airtel Bharti [Maharashtra]-INDA2,30-05-2018,1600,348,2533
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,30-05-2018,12600,2620,10729
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,30-05-2018,1308,313,297
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,30-05-2018,1263,406,373
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,30-05-2018,681,77,143
40496-Airtel Bharti [Haryana]-INDA5,30-05-2018,33,11,37
40497-Airtel Bharti [UP West] INDA6 - -INDA6,30-05-2018,1416,100,92
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,30-05-2018,732,157,329
40556-Bharti Airtel Assam India-IND15,30-05-2018,27,21,25
40579-Idea Cellular Mumbai -INDIM,30-05-2018,239,57,43
41001-Mobilink-PAKMK,30-05-2018,19,18,25
41220-TDCA-AFGTD,30-05-2018,0,1,8
41301-Mobitel - Sri Lanka-LKA71,30-05-2018,470,48,21
41302-MTN Sri Lanka-LKADG,30-05-2018,3638,603,602
41305-Bharti Airtel Lanka-LKAAT,30-05-2018,0,1,25
41501-FTML Lebanon-LBNFL,30-05-2018,10,2,6
41820-Atheer - Iraq-IRQAT,30-05-2018,0,0,1
41903-Wataniya Telecom-KWTNM,30-05-2018,2712,421,164
42001-Saudi Telephone Company-SAUAJ,30-05-2018,10459,2195,1231
42003-Etihad Etisalat - Saudi Arabia-SAUET,30-05-2018,25744,6120,1063
42202-GTO Oman-OMNGT,30-05-2018,202,19,8
42203-Oman Mobile - Oman-OMNNT,30-05-2018,24,4,7
42402-Etisalat-ARETC,30-05-2018,18120,4161,2980
42403-United Arab Emirates-AREDU,30-05-2018,3179,595,1187
42501-Partner Communication-ISR01,30-05-2018,36074,13479,58593
42502-Cellcom-ISRCL,30-05-2018,15799,4895,1821
42503-Pelephone, Israel-ISRPL,30-05-2018,627,140,185
42601-Bahrain Telecommunications-BHRBT,30-05-2018,25,2,28
42701-Qatar Telekom -QATQT,30-05-2018,28377,6279,3296
43211-Iran TeleCom Co-IRN11,30-05-2018,302,49,91
44010-NTT DoCoMo-JPNDO,30-05-2018,13706,2425,4485
44020-J-Phone-JPNJP,30-05-2018,3823,232,282
44050-KDDI-JPNKD,30-05-2018,4259,986,581
44051-KDDI Japan-JPNKI,30-05-2018,4112,562,455
45005-SK Korea-KORSK,30-05-2018,11038,2370,5132
45006-LG U+ South Korea-KORLU,30-05-2018,13139,2163,1050
45008-KT Freetel 3G-KORKF,30-05-2018,4476,1052,795
45202-GPC Vietnam-VNMVI,30-05-2018,0,0,6
45400-Hong Kong CSL -HKGTC,30-05-2018,7411,2242,864
45403-Hutchison 3G (Hong Kong)-HKGH3,30-05-2018,2454,403,417
45406-SmarTone Mobile Hong Kong-HKGSM,30-05-2018,22100,8369,2065
45412-Peoples Telephone Company -HKGPP,30-05-2018,1794,378,188
45419-Sunday 3G - Hong Kong-HKGM3,30-05-2018,2198,361,184
45601-CamGSM-KHMGM,30-05-2018,0,0,1
46000-China Telecom-CHNCT,30-05-2018,95060,32791,10802
46001-China Unicom-CHNCU,30-05-2018,19217,6949,5857
46002-China Mobile - China-CHNCM,30-05-2018,12010,2923,1353
46007-China Mobile 3rd-CHNTD,30-05-2018,4122,1165,461
46601-Far EasTone Telecommunications-TWNFE,30-05-2018,27,2,13
46692-Chungwa Telecom LDM-TWNLD,30-05-2018,3883,1022,307
46697-Taiwan Cellular Corp-TWNPC,30-05-2018,2143,322,105
50216-DiGi Telecommunications -MYSMT,30-05-2018,8659,1726,5495
50219-Celcom-MYSCC,30-05-2018,41,9,9
50501-Telstra -AUSTA,30-05-2018,140704,34382,38119
50502-Optus Communications-AUSOP,30-05-2018,29353,8935,24955
51001-PT Satelindo Palapa-IDNSL,30-05-2018,131,124,43
51010-PT Telkomsel-IDNTS,30-05-2018,5806,1718,561
51502-Globe Telecom -PHLGT,30-05-2018,344,75,56
52000-Thailand, True Move-THACT,30-05-2018,808,138,272
52003-AIS-THAWN,30-05-2018,171819,38144,11125
52005-Thailand DTAC-THADT,30-05-2018,1424,259,161
52501-Singtel GSM 900-SGPST,30-05-2018,35538,10072,4610
52505-StarHub-SGPSH,30-05-2018,4541,1595,545
53001-Vodafone New Zealand-NZLBS,30-05-2018,784,528,483
53005-Telecom-NZLTM,30-05-2018,15731,5100,5376
53024-NZ Communications-NZLNH,30-05-2018,1104,334,431
60201-Mobilnil-EGYAR,30-05-2018,2502,1141,793
60203-Etisalat - Egypt-EGYEM,30-05-2018,1000,232,54
60303-Wataniya-DZAWT,30-05-2018,0,0,1
60400-Medi Telecom-MARMT,30-05-2018,251,80,105
60401-IAM-MARM1,30-05-2018,0,0,4
60402-Wana Morocco-MARM3,30-05-2018,0,0,3
60801-Sonatel-SENAZ,30-05-2018,1,1,4
61203-Orange Cote d'Ivoire-CIV03,30-05-2018,3,1,3
61701-Cellplus Mobile Communications-MUSCP,30-05-2018,1,1,10
61901-Celtel (SL) Limited-SLECT,30-05-2018,23,2,2
62001-Scancom -GHASC,30-05-2018,295,121,149
62006-Airtel Ghana-GHAZN,30-05-2018,0,2,152
62130-MTN-NGAMN,30-05-2018,1822,1015,3986
62150-Globacom - Nigeria-NGAGM,30-05-2018,103,14,23
62160-Etisalat Nigeria-NGAEM,30-05-2018,368,245,23822
62402-Orange Cameroon-CMR02,30-05-2018,4,1,7
62803-Celtel Gabon-GABCT,30-05-2018,45,17,2
63001-Vodacom Congo (Democratic)-CODVC,30-05-2018,0,0,4
63102-Unitel-AGOUT,30-05-2018,0,1,54
63510-Rwandacell - Rwanda-RWAMN,30-05-2018,1,4,60
63902-Safaricom -KENSA,30-05-2018,56,18,229
63903-KenCell -KENKC,30-05-2018,10,4,1
63907-Orange Kenya (Telkom)-KENFT,30-05-2018,0,0,1
63907-Telekom Kenya-KENK9,30-05-2018,0,0,1
63907-Telkom Kenya Kenya-KENTK,30-05-2018,0,0,1
64005-Celtel Tanzania-TZACT,30-05-2018,0,1,38
64101-Celtel Uganda-UGACE,30-05-2018,0,5,335
64110-MTN-UGAMN,30-05-2018,15,2,2
64304-Vodacom-MOZVC,30-05-2018,0,0,1
64501-Celtel Zambia-ZMBCE,30-05-2018,6,2,9
64602-SMM - Madagascar-MDGAN,30-05-2018,0,1,51
64804-Econet-ZWEET,30-05-2018,0,3,72
65202-Orange Botswana-BWAVC,30-05-2018,14,3,4
65501-Vodacom South Africa-ZAFVC,30-05-2018,33,1,5
65507-Cell C-ZAFCC,30-05-2018,7,2,2
65510-MTN South Africa-ZAFMN,30-05-2018,762,221,2920
71030-Telefonica Nicaragua-NICMS,30-05-2018,0,0,8
71401-Cable & Wireless-PANCW,30-05-2018,0,0,3
71402-Telefonica Moviles-PANMS,30-05-2018,40,45,1
71606-Telefonica Moviles-PERMO,30-05-2018,3,1,4
72207-Argentina Telefonica-ARGTM,30-05-2018,148,38,97
72231-AMX Argentina-ARGCM,30-05-2018,0,0,2
72234-Personal Telecom-ARGTP,30-05-2018,2068,947,527
72402-TIM Region 2 Rio Norte-BRARN,30-05-2018,175,49,495
72403-TIM Region 3 Sau Paulo-BRASP,30-05-2018,475,173,456
72404-TIM Region 1 Cellular Centro-BRACS,30-05-2018,133,60,787
72406-Vivo 2-BRAV2,30-05-2018,124,14,52
72410-Vivo 1-BRAV1,30-05-2018,820,144,240
72411-Vivo 3-BRAV3,30-05-2018,299,126,162
72423-Telemig - Brazil-BRATC,30-05-2018,10,66,52
72431-TNL (Oi)-BRATM,30-05-2018,24,2,4
73001-Entel Telefonia Movil -CHLMV,30-05-2018,107,64,65
73212-Telefonica Moviles-COLTM,30-05-2018,921,82,67
73801-Digicel Guyana-GUYUM,30-05-2018,1,1,23
74801-Antel-URYAN,30-05-2018,2,2,9
74807-Telefonica Moviles-URYTM,30-05-2018,8,2,4
90131-Orange France-AAZOR,30-05-2018,56,4,24
90137-Transatel-AAZTR,30-05-2018,1422,661,168
90140-Telekom Deutschland Global SIM-AAZTD,30-05-2018,14,19,22
20201-Cosmote Mobile Telecom-GRCCO,31-05-2018,103545,20269,19070
20205-Vodafone Greece-GRCPF,31-05-2018,778,155,294
20210-Stet Hellas Telecommunications-GRCSH,31-05-2018,23815,3615,2864
20404-Vodafone Netherlands-NLDLT,31-05-2018,17113,9326,852381
20408-KPN Tel Netherlands -NLDPT,31-05-2018,1156506,193517,1033631
20412-Telfort-NLDTM,31-05-2018,7945,1321,1097
20416-T-Mobile Netherlands-NLDPN,31-05-2018,835060,141241,58167
20420-Orange Netherlands-NLDDT,31-05-2018,146,13,22
20601-Belgacom Mobile -BELTB,31-05-2018,30495,5748,6710
20610-Mobistar-BELMO,31-05-2018,154854,27727,107178
20620-Base-BELKO,31-05-2018,5582,1326,854
20801-Orange France-FRAF1,31-05-2018,3306097,445276,542177
20810-SFR France-FRAF2,31-05-2018,2,0,36
20815-Free Mobile -FRAF5,31-05-2018,615493,94615,30577
20815-France Free Mobile-FRAFM,31-05-2018,615493,94615,30577
20820-Bouygues Telecom-FRAF3,31-05-2018,978534,113379,108836
21401-Vodafone Espaqa-ESPAT,31-05-2018,16884,3803,3896
21403-Amena-ESPRT,31-05-2018,1367983,196527,144866
21404-Xfera Moviles-ESPXF,31-05-2018,250346,37123,17809
21407-Telefonica Moviles-ESPTE,31-05-2018,50415,10327,115344
21421-Jazztel Spain -ESPJZ,31-05-2018,11160,4093,1545
21601-Pannon GSM-HUNH1,31-05-2018,95183,12363,9379
21630-Westel 900 GSM-HUNH2,31-05-2018,207307,31197,20520
21670-Vodafone Hungary-HUNVR,31-05-2018,1692,243,156
21901-HT Mobile-HRVCN,31-05-2018,91359,13655,6195
21902-Tele2  (Croatia)-HRVT2,31-05-2018,2126,222,160
21910-VIP Net GSM -HRVVI,31-05-2018,368,41,86
22001-Mobtel-YUGMT,31-05-2018,2,0,10
22003-Telekom Srbija-YUGTS,31-05-2018,21,3,15
22201-TIM Italy -ITASI,31-05-2018,571433,75326,63736
22210-Vodafone Omnitel-ITAOM,31-05-2018,19464,3104,4358
22288-Wind Italy-ITAWI,31-05-2018,714332,91738,76047
22299-Hutchinson 3G - Italy-ITAH3,31-05-2018,18663,4145,3636
22601-Mobifon -ROMMF,31-05-2018,7409,1079,2250
22603-Cosmorom-ROMCS,31-05-2018,163901,25695,12765
22610-Orange Romania-ROMMR,31-05-2018,710239,118043,55315
22801-Swisscom-CHEC1,31-05-2018,209477,41232,26627
22802-sunrise-CHEDX,31-05-2018,28135,5571,6637
22803-Orange Switzerland-CHEOR,31-05-2018,50221,11299,7174
23001-T-Mobile Czech-CZERM,31-05-2018,254351,38864,21698
23002-Eurotel Praha -CZEET,31-05-2018,1184,201,524
23003-Cesky Mobil -CZECM,31-05-2018,7957,1056,1035
23101-Orange Slovakia-SVKGT,31-05-2018,81092,11725,6668
23102-Eurotel Bratislava-SVKET,31-05-2018,49435,7694,6247
23106-Telefonica o2-SVKO2,31-05-2018,137,30,120
23201-Mobilkom Austria-AUTPT,31-05-2018,38594,8899,8805
23203-T-Mobile Austria-AUTMM,31-05-2018,161358,35994,714408
23205-Connect -AUTCA,31-05-2018,1118,260,777
23207-Tele Ring Telekom -AUTTR,31-05-2018,38826,8891,5763
23401-MCOM UK-GBRYC,31-05-2018,6035373,548309,174521
23403-Airtel-GBRAJ,31-05-2018,317,70,278
23418-Cloud 9-GBRC9,31-05-2018,74,22,233
23450-Jersey Telecoms -GBRJT,31-05-2018,11041,9909,239866
23455-Guernsey Telecom-GBRGT,31-05-2018,1129,263,2382
23458-Manx Telecom-GBRMT,31-05-2018,8091,3635,209858
23801-Tele Danmark Mobil-DNKTD,31-05-2018,52979,8321,6178
23802-Sonofon -DNKDM,31-05-2018,189901,31162,334468
23806-Hi3G - Denmark-DNKHU,31-05-2018,10920,279,162
23820-Telia Mobile (Denmark)-DNKIA,31-05-2018,221153,33585,13390
24001-Telia Mobitel (Sweden)-SWETR,31-05-2018,508095,71274,34248
24002-HI 3G-SWEHU,31-05-2018,302,58,98
24007-Tele2 AB-SWEIQ,31-05-2018,318164,45693,128923
24008-Vodafone Sweden-SWEEP,31-05-2018,213895,37927,355245
24010-Tele2-SWESM,31-05-2018,1,0,49
24042-Sweden Telenor-SWECN,31-05-2018,690,114,96990
24201-Telenor Mobil -NORTM,31-05-2018,625738,91519,125853
24202-NetCom-NORNC,31-05-2018,269408,39129,42109
24205-Telia Norge Norway-NORNN,31-05-2018,43745,7075,15557
24405-Radiolinja Finland-FINRL,31-05-2018,4066,652,841
24412-Finnish 2G-FIN2G,31-05-2018,4918,985,13543
24421-Elisa (2nd code)-FINES,31-05-2018,186,20,29
24491-Sonera Corporation-FINTF,31-05-2018,188999,26930,11210
24601-Omnitel Lithuania-LTUOM,31-05-2018,61912,9199,7837
24602-Bite GSM-LTUMT,31-05-2018,21,4,20
24603-Tele2-LTU03,31-05-2018,100289,16919,14733
24701-Latvian Mobile Telephone-LVALM,31-05-2018,85381,12095,12524
24702-Baltcom GSM -LVABC,31-05-2018,56755,7228,6174
24801-Estonian Mob Tel-ESTEM,31-05-2018,46947,7752,3876
24802-Radiolinja Estonia-ESTRE,31-05-2018,1133,343,165
24803-Estonia Ritabell (Tele2)-ESTRB,31-05-2018,26643,3790,18927
25001-MTS-RUS01,31-05-2018,6602,1980,1444
25002-MegaFon -RUSNW,31-05-2018,7008,1738,1033
25099-VimpelCom-RUSBD,31-05-2018,19295,7551,15167
25501-Ukraine Mobile Communications-UKRUM,31-05-2018,62,15,21
25503-Kyvistar GSM-UKRKS,31-05-2018,8292,2988,3660
25506-Astelit LLC-UKRAS,31-05-2018,705,234,130
25701-Mobile Digital Communications -BLRMD,31-05-2018,0,0,5
25901-Voxtel-MDAVX,31-05-2018,6,29,25
26001-Polkomtel -POLKM,31-05-2018,347732,38443,24924
26002-Era -POL02,31-05-2018,537695,72953,47312
26003-PTK Centeltel -POL03,31-05-2018,813579,111025,91788
26006-P4 - 3G Poland-POLP4,31-05-2018,399,105,709
26201-T-Mobile Germany-DEUD1,31-05-2018,1654112,331455,1059104
26202-Vodafone Germany-DEUD2,31-05-2018,12663,2567,5896
26203-Eplus -DEUE1,31-05-2018,17671,4206,8439
26207-O2 Germany-DEUE2,31-05-2018,53959,13997,18683
26601-Gibtel Telecommunications -GIBGT,31-05-2018,2182,728,336
26801-Vodafone Portugal-PRTTL,31-05-2018,4271,816,1117
26803-Optimus -PRTOP,31-05-2018,143276,21691,10185
26806-TMN-PRTTM,31-05-2018,103135,15119,12143
