imsi,date,recordcount
28010-Scancom (Cyprus)-CYPSC,29-05-2018,9814
28020-CYPRUS Primtel-CYPPT,29-05-2018,135
28202-Magticom-GEOMA,29-05-2018,49
28305-Vivacell-ARM05,29-05-2018,2
28310-Orange-ARMOR,29-05-2018,30
28401-MobiTel AD Bulgaria-BGR01,29-05-2018,396
28403-Bulgarian Telecom -  Bulgaria-BGRVA,29-05-2018,6497
28405-Globul - Cosmo Bulgaria -BGRCM,29-05-2018,24398
28601-Turkcell-TURTC,29-05-2018,3292
28603-IS TIM-TURIS,29-05-2018,320
28604-Aycell - Turkey-TURAC,29-05-2018,2
29001-Tele Greenland -GRLTG,29-05-2018,4
29340-SI-Mobil-SVNSM,29-05-2018,106
29341-Mobitel Slovenia-SVNMT,29-05-2018,1495
29364-T-2 d.o.o. Slovenia-SVNFT,29-05-2018,56
29401-Makedonski Telekomunikacii-MKDMM,29-05-2018,60
29505-Mobilkom-LIEMK,29-05-2018,11
29701-Telenor Montenegro-MNEPM,29-05-2018,1
29702-T-Mobile Montenegro-MNETM,29-05-2018,27
30222-Telus Canada-CANTS,29-05-2018,7505
30237-Microcell (Fido)-CANMC,29-05-2018,301
30261-Bell Mobility-CANBM,29-05-2018,6487
30272-Rogers Wireless -CANRW,29-05-2018,1380
31017-Cingular (Pacific Bell Services)-USAPB,29-05-2018,490
31026-T-Mobile- USAW6-USAW6,29-05-2018,62356
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,29-05-2018,5
31038-AT&T Wireless-USAAT,29-05-2018,5
31041-Cingular (Genesis)-USACG,29-05-2018,63207
33402-Radiomovil-MEXTL,29-05-2018,3
33405-Iusacell Mexico-MEXIU,29-05-2018,22
33805-Digicel Barbados Barbados-BRBDC,29-05-2018,179
33805-Digicel Mossel-JAMDC,29-05-2018,179
33818-C&W/Jamaica-JAMCW,29-05-2018,3
34001-Orange Caraïbe (FWI)-GLP01,29-05-2018,337
34020-FWI Bouygues Telecom-FRAF4,29-05-2018,5
34260-C&W/Barbados-BRBCW,29-05-2018,1
34492-Antigua C&W-ATGCW,29-05-2018,8
34614-C&W/Cayman-CYMCW,29-05-2018,40
35000-Bermuda Digital-BMUBD,29-05-2018,1
35211-Grenada-GRDCW,29-05-2018,1
35486-Montserrat C & W-MSRCW,29-05-2018,1
35811-ST Lucia-LCACW,29-05-2018,2
36011-St Vincent - C & W-VCTCW,29-05-2018,1
36291-Setel NV (UTS Wireless Curacao)-ANTUT,29-05-2018,5
36584-Anguillia C&W-AIACW,29-05-2018,1
36611-Dominica - C & W-DMACW,29-05-2018,1
37001-Orange Dominican Republic-DOM01,29-05-2018,1
37002-Claro-DOMCL,29-05-2018,3
37635-Turks & Calcos - C & W-TCACW,29-05-2018,14
40001-Azercell Telecom-AZEAC,29-05-2018,9
40002-Bakcell -AZEBC,29-05-2018,2
40101-Kar-tel -KAZKT,29-05-2018,39
40102-K'Cell-KAZKZ,29-05-2018,1
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,29-05-2018,597
40403-Airtel Bharti [Himachal Pradesh]-INDBL,29-05-2018,15
40404-Idea Cellular Delhi-INDID,29-05-2018,15
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,29-05-2018,280
40407-Idea Cellular [Andhra Pradesh] I-IND07,29-05-2018,12
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,29-05-2018,5128
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,29-05-2018,525
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,29-05-2018,6
40416-Bharti Hexacom North East  India-IND16,29-05-2018,6
40419-Escotel [Kerala] INDEK - 40419-INDEK,29-05-2018,1
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,29-05-2018,1882
40422-Idea Cellular [Maharashtra] INDB-INDBO,29-05-2018,215
40424-Idea Cellular [Gujarat] INDBI - -INDBI,29-05-2018,20
40427-BPL Cellular [Maharashtra]-INDBM,29-05-2018,130
40430-Hutchison [Calcutta] INDCC - 404-INDCC,29-05-2018,246
40431-Airtel Bharti [Calcutta] INDMT --INDMT,29-05-2018,1138
40440-Airtel Bharti [Chennai] INDSC - -INDSC,29-05-2018,1750
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,29-05-2018,1
40444-Spice Telekom [Karnataka] INDSK -INDSK,29-05-2018,5
40445-Airtel Bharti [Karnataka] INDJB -INDJB,29-05-2018,2023
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,29-05-2018,7
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,29-05-2018,1742
40456-Escotel [UP West]-INDEU,29-05-2018,14
40470-Airtel India [Rajasthan] INDH1-INDH1,29-05-2018,503
40490-Airtel Bharti [Maharashtra]-INDA2,29-05-2018,336
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,29-05-2018,1685
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,29-05-2018,147
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,29-05-2018,254
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,29-05-2018,150
40496-Airtel Bharti [Haryana]-INDA5,29-05-2018,32
40497-Airtel Bharti [UP West] INDA6 - -INDA6,29-05-2018,98
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,29-05-2018,184
40503-Tata Docomo Mumbai-INDTG,29-05-2018,7
40504-Tata Docomo Tamil Nadu-INDT2,29-05-2018,7
40504-TATA Docomo India-INDTO,29-05-2018,7
40556-Bharti Airtel Assam India-IND15,29-05-2018,7
40567-Vodafone Essar South Ltd (West B-INDE7,29-05-2018,1
40579-Idea Cellular Mumbai -INDIM,29-05-2018,46
40585-Idea Cellular Chennai-INDIT,29-05-2018,1
40585-IDEA WEST BENGAL-INDIW,29-05-2018,1
41001-Mobilink-PAKMK,29-05-2018,222
41003-Ufone Pakistan-PAKUF,29-05-2018,34
41004-CMPak Limited-PAKPL,29-05-2018,6
41301-Mobitel - Sri Lanka-LKA71,29-05-2018,89
41302-MTN Sri Lanka-LKADG,29-05-2018,139
41305-Bharti Airtel Lanka-LKAAT,29-05-2018,16
41401-MPT-MMRFT,29-05-2018,1
41501-FTML Lebanon-LBNFL,29-05-2018,310
41503-Libancell -LBNLC,29-05-2018,72
41601-MTS Fastlink-JORFL,29-05-2018,1
41677-Mobilecom -JORMC,29-05-2018,34
41702-Spacetel - Syria-SYRSP,29-05-2018,11
41805-Asiacell - Iraq-IRQAC,29-05-2018,3
41820-Atheer - Iraq-IRQAT,29-05-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,29-05-2018,16
41903-Wataniya Telecom-KWTNM,29-05-2018,91
41904-Viva Kuwait -KWTKT,29-05-2018,2
42001-Saudi Telephone Company-SAUAJ,29-05-2018,1296
42003-Etihad Etisalat - Saudi Arabia-SAUET,29-05-2018,977
42004-Zain Saudi Arabia-SAUZN,29-05-2018,1
42202-GTO Oman-OMNGT,29-05-2018,34
42203-Oman Mobile - Oman-OMNNT,29-05-2018,21
42402-Etisalat-ARETC,29-05-2018,1733
42403-United Arab Emirates-AREDU,29-05-2018,300
42501-Partner Communication-ISR01,29-05-2018,2527
42502-Cellcom-ISRCL,29-05-2018,685
42503-Pelephone, Israel-ISRPL,29-05-2018,43
42601-Bahrain Telecommunications-BHRBT,29-05-2018,32
42701-Qatar Telekom -QATQT,29-05-2018,1966
43211-Iran TeleCom Co-IRN11,29-05-2018,89
44010-NTT DoCoMo-JPNDO,29-05-2018,680
44020-J-Phone-JPNJP,29-05-2018,47
44050-KDDI-JPNKD,29-05-2018,149
44051-KDDI Japan-JPNKI,29-05-2018,148
45005-SK Korea-KORSK,29-05-2018,467
45006-LG U+ South Korea-KORLU,29-05-2018,156
45008-KT Freetel 3G-KORKF,29-05-2018,129
45201-VMS Mobifone-VNMMO,29-05-2018,65
45202-GPC Vietnam-VNMVI,29-05-2018,39
45400-Hong Kong CSL -HKGTC,29-05-2018,102
45403-Hutchison 3G (Hong Kong)-HKGH3,29-05-2018,89
45406-SmarTone Mobile Hong Kong-HKGSM,29-05-2018,480
45412-Peoples Telephone Company -HKGPP,29-05-2018,94
45419-Sunday 3G - Hong Kong-HKGM3,29-05-2018,66
45501-Companhia Telecomunicoes-MACCT,29-05-2018,2
45503-Hutchison Telephone Macau -MACHT,29-05-2018,1
46000-China Telecom-CHNCT,29-05-2018,2386
46001-China Unicom-CHNCU,29-05-2018,709
46002-China Mobile - China-CHNCM,29-05-2018,662
46007-China Mobile 3rd-CHNTD,29-05-2018,139
46601-Far EasTone Telecommunications-TWNFE,29-05-2018,7
46692-Chungwa Telecom LDM-TWNLD,29-05-2018,55
46697-Taiwan Cellular Corp-TWNPC,29-05-2018,27
47001-GrameenPhone-BGDGP,29-05-2018,38
47003-Banglalink - Bangladesh-BGDBL,29-05-2018,5
50212-Maxis-MYSBC,29-05-2018,16
50216-DiGi Telecommunications -MYSMT,29-05-2018,86
50218-France Telecom Roaming Global Ex-MYSFT,29-05-2018,3
50219-Celcom-MYSCC,29-05-2018,27
50501-Telstra -AUSTA,29-05-2018,14238
50502-Optus Communications-AUSOP,29-05-2018,5373
51010-PT Telkomsel-IDNTS,29-05-2018,105
51502-Globe Telecom -PHLGT,29-05-2018,23
52000-Thailand, True Move-THACT,29-05-2018,5
52003-AIS-THAWN,29-05-2018,509
52005-Thailand DTAC-THADT,29-05-2018,44
52018-Total Access Communications-THAWP,29-05-2018,1
52501-Singtel GSM 900-SGPST,29-05-2018,832
52505-StarHub-SGPSH,29-05-2018,106
52811-DST Communications-BRNDS,29-05-2018,9
53001-Vodafone New Zealand-NZLBS,29-05-2018,104
53005-Telecom-NZLTM,29-05-2018,2363
53024-NZ Communications-NZLNH,29-05-2018,382
60201-Mobilnil-EGYAR,29-05-2018,784
60203-Etisalat - Egypt-EGYEM,29-05-2018,81
60301-PTT-AMN-DZAA1,29-05-2018,9
60303-Wataniya-DZAWT,29-05-2018,28
60400-Medi Telecom-MARMT,29-05-2018,46
60401-IAM-MARM1,29-05-2018,87
60501-Orange Tunisia-TUNOR,29-05-2018,10
60502-Tunisie Telecom-TUNTT,29-05-2018,25
60601-El Madar Tel Co-LBY01,29-05-2018,44
60701-Gamcell-GMB01,29-05-2018,2
60702-Africell-GMBAC,29-05-2018,6
60801-Sonatel-SENAZ,29-05-2018,41
61002-Ikatel Sa-MLI02,29-05-2018,12
61101-Orange-GINGS,29-05-2018,67
61203-Orange Cote d'Ivoire-CIV03,29-05-2018,83
61603-Spacetel - BENIN-BENSP,29-05-2018,2
61701-Cellplus Mobile Communications-MUSCP,29-05-2018,46
61807-Celcom Telecom - Liberia-LBR07,29-05-2018,1
61901-Celtel (SL) Limited-SLECT,29-05-2018,68
61905-Africell -SLEAC,29-05-2018,5
62001-Scancom -GHASC,29-05-2018,326
62003-Mobitel-GHAMT,29-05-2018,2
62006-Airtel Ghana-GHAZN,29-05-2018,14
62130-MTN-NGAMN,29-05-2018,2491
62150-Globacom - Nigeria-NGAGM,29-05-2018,537
62160-Etisalat Nigeria-NGAEM,29-05-2018,658
62401-MTN Cameroon-CMRMT,29-05-2018,2
62402-Orange Cameroon-CMR02,29-05-2018,2
62701-GETESA-GNQ01,29-05-2018,7
62803-Celtel Gabon-GABCT,29-05-2018,2
63001-Vodacom Congo (Democratic)-CODVC,29-05-2018,3
63086-Orange-CODFT,29-05-2018,3
63102-Unitel-AGOUT,29-05-2018,157
63301-Cable & Wireless-SYCCW,29-05-2018,4
63401-MobiTel Sudan-SUDMO,29-05-2018,26
63402-Bashair Telecom - Sudan-SDNBT,29-05-2018,17
63402-MTN-SSDMN,29-05-2018,17
63510-Rwandacell - Rwanda-RWAMN,29-05-2018,35
63601-ETC-ETH01,29-05-2018,10
63902-Safaricom -KENSA,29-05-2018,229
63903-KenCell -KENKC,29-05-2018,41
64005-Celtel Tanzania-TZACT,29-05-2018,1
64101-Celtel Uganda-UGACE,29-05-2018,17
64110-MTN-UGAMN,29-05-2018,62
64111-Uganda Telecom-UGATL,29-05-2018,2
64301-TDM -MOZ01,29-05-2018,3
64502-Telecel Zambia-ZMB02,29-05-2018,7
64602-SMM - Madagascar-MDGAN,29-05-2018,2
64700-Orange Reunion - Reunion-REU02,29-05-2018,224
64801-Net One-ZWEN1,29-05-2018,10
64804-Econet-ZWEET,29-05-2018,82
64901-MTC Namibia -NAM01,29-05-2018,37
65201-Mascom Wireless -BWAGA,29-05-2018,1
65202-Orange Botswana-BWAVC,29-05-2018,45
65501-Vodacom South Africa-ZAFVC,29-05-2018,10
65507-Cell C-ZAFCC,29-05-2018,91
65510-MTN South Africa-ZAFMN,29-05-2018,1403
70267-BTL-BLZ67,29-05-2018,5
70802-Celtel (Honduras)-HND02,29-05-2018,1
71201-ICE-CRICR,29-05-2018,6
71401-Cable & Wireless-PANCW,29-05-2018,9
72207-Argentina Telefonica-ARGTM,29-05-2018,13
72234-Personal Telecom-ARGTP,29-05-2018,129
72402-TIM Region 2 Rio Norte-BRARN,29-05-2018,77
72403-TIM Region 3 Sau Paulo-BRASP,29-05-2018,62
72404-TIM Region 1 Cellular Centro-BRACS,29-05-2018,44
72406-Vivo 2-BRAV2,29-05-2018,20
72410-Vivo 1-BRAV1,29-05-2018,11
72411-Vivo 3-BRAV3,29-05-2018,4
72423-Telemig - Brazil-BRATC,29-05-2018,4
72431-TNL (Oi)-BRATM,29-05-2018,2
73001-Entel Telefonia Movil -CHLMV,29-05-2018,35
73210-Occidente Y Caribe Celular Sa Oc-COLCM,29-05-2018,4
73212-Telefonica Moviles-COLTM,29-05-2018,21
73801-Digicel Guyana-GUYUM,29-05-2018,2
74404-Telefonica Celular - Paraguay-PRYTC,29-05-2018,1
74801-Antel-URYAN,29-05-2018,28
74807-Telefonica Moviles-URYTM,29-05-2018,1
90131-Orange France-AAZOR,29-05-2018,8
20201-Cosmote Mobile Telecom-GRCCO,30-05-2018,15973
20205-Vodafone Greece-GRCPF,30-05-2018,172
20209-Wind Greece (Q-Telecom)-GRCQT,30-05-2018,143
20210-Stet Hellas Telecommunications-GRCSH,30-05-2018,4680
20404-Vodafone Netherlands-NLDLT,30-05-2018,19111
20408-KPN Tel Netherlands -NLDPT,30-05-2018,9163
20412-Telfort-NLDTM,30-05-2018,506
20416-T-Mobile Netherlands-NLDPN,30-05-2018,64609
20420-Orange Netherlands-NLDDT,30-05-2018,36
20601-Belgacom Mobile -BELTB,30-05-2018,3361
20610-Mobistar-BELMO,30-05-2018,11767
20620-Base-BELKO,30-05-2018,628
20801-Orange France-FRAF1,30-05-2018,172521
20810-SFR France-FRAF2,30-05-2018,1
20815-Free Mobile -FRAF5,30-05-2018,77734
20815-France Free Mobile-FRAFM,30-05-2018,77734
20820-Bouygues Telecom-FRAF3,30-05-2018,51004
21201-Vala 900 (Monaco Telecom) -MCOM1,30-05-2018,1
21401-Vodafone Espaqa-ESPAT,30-05-2018,740
21403-Amena-ESPRT,30-05-2018,37250
21404-Xfera Moviles-ESPXF,30-05-2018,5183
21407-Telefonica Moviles-ESPTE,30-05-2018,8263
21421-Jazztel Spain -ESPJZ,30-05-2018,459
21601-Pannon GSM-HUNH1,30-05-2018,5674
21630-Westel 900 GSM-HUNH2,30-05-2018,11977
21670-Vodafone Hungary-HUNVR,30-05-2018,67
21803-Eronet-BIHER,30-05-2018,1
21805-MOBIS-BIHMS,30-05-2018,9
21901-HT Mobile-HRVCN,30-05-2018,3587
21902-Tele2  (Croatia)-HRVT2,30-05-2018,122
21910-VIP Net GSM -HRVVI,30-05-2018,61
22001-Mobtel-YUGMT,30-05-2018,40
22003-Telekom Srbija-YUGTS,30-05-2018,395
22201-TIM Italy -ITASI,30-05-2018,18540
22210-Vodafone Omnitel-ITAOM,30-05-2018,1291
22288-Wind Italy-ITAWI,30-05-2018,20625
22299-Hutchinson 3G - Italy-ITAH3,30-05-2018,943
22601-Mobifon -ROMMF,30-05-2018,1548
22603-Cosmorom-ROMCS,30-05-2018,22596
22610-Orange Romania-ROMMR,30-05-2018,90057
22801-Swisscom-CHEC1,30-05-2018,10123
22802-sunrise-CHEDX,30-05-2018,4973
22803-Orange Switzerland-CHEOR,30-05-2018,4596
23001-T-Mobile Czech-CZERM,30-05-2018,19467
23002-Eurotel Praha -CZEET,30-05-2018,461
23003-Cesky Mobil -CZECM,30-05-2018,1106
23101-Orange Slovakia-SVKGT,30-05-2018,9104
23102-Eurotel Bratislava-SVKET,30-05-2018,5593
23106-Telefonica o2-SVKO2,30-05-2018,126
23201-Mobilkom Austria-AUTPT,30-05-2018,2038
23203-T-Mobile Austria-AUTMM,30-05-2018,6085
23205-Connect -AUTCA,30-05-2018,90
23207-Tele Ring Telekom -AUTTR,30-05-2018,1578
23403-Airtel-GBRAJ,30-05-2018,785
23410-02 UK-GBRCN,30-05-2018,95
23415-Vodafone UK-GBRVF,30-05-2018,57
23418-Cloud 9-GBRC9,30-05-2018,47
23420-3 UK-GBRHU,30-05-2018,40
23450-Jersey Telecoms -GBRJT,30-05-2018,2789
23455-Guernsey Telecom-GBRGT,30-05-2018,2918
23458-Manx Telecom-GBRMT,30-05-2018,10209
23801-Tele Danmark Mobil-DNKTD,30-05-2018,1785
23802-Sonofon -DNKDM,30-05-2018,7315
23806-Hi3G - Denmark-DNKHU,30-05-2018,29
23820-Telia Mobile (Denmark)-DNKIA,30-05-2018,5587
24001-Telia Mobitel (Sweden)-SWETR,30-05-2018,13624
24002-HI 3G-SWEHU,30-05-2018,49
24007-Tele2 AB-SWEIQ,30-05-2018,11300
24008-Vodafone Sweden-SWEEP,30-05-2018,7750
24042-Sweden Telenor-SWECN,30-05-2018,1
24201-Telenor Mobil -NORTM,30-05-2018,21627
24202-NetCom-NORNC,30-05-2018,8035
24205-Telia Norge Norway-NORNN,30-05-2018,2615
24405-Radiolinja Finland-FINRL,30-05-2018,104
24412-Finnish 2G-FIN2G,30-05-2018,333
24421-Elisa (2nd code)-FINES,30-05-2018,15
24491-Sonera Corporation-FINTF,30-05-2018,3717
24601-Omnitel Lithuania-LTUOM,30-05-2018,8076
24602-Bite GSM-LTUMT,30-05-2018,10
24603-Tele2-LTU03,30-05-2018,12080
24701-Latvian Mobile Telephone-LVALM,30-05-2018,9273
24702-Baltcom GSM -LVABC,30-05-2018,7101
24801-Estonian Mob Tel-ESTEM,30-05-2018,2397
24802-Radiolinja Estonia-ESTRE,30-05-2018,164
24803-Estonia Ritabell (Tele2)-ESTRB,30-05-2018,1147
25001-MTS-RUS01,30-05-2018,1060
25002-MegaFon -RUSNW,30-05-2018,1057
25099-VimpelCom-RUSBD,30-05-2018,2442
25501-Ukraine Mobile Communications-UKRUM,30-05-2018,56
25503-Kyvistar GSM-UKRKS,30-05-2018,1122
25506-Astelit LLC-UKRAS,30-05-2018,34
25702-MTS Belarus-BLR02,30-05-2018,1
25901-Voxtel-MDAVX,30-05-2018,117
25902-Moldcell-MDAMC,30-05-2018,5
26001-Polkomtel -POLKM,30-05-2018,60594
26002-Era -POL02,30-05-2018,95843
26003-PTK Centeltel -POL03,30-05-2018,139123
26006-P4 - 3G Poland-POLP4,30-05-2018,228
26201-T-Mobile Germany-DEUD1,30-05-2018,54015
26202-Vodafone Germany-DEUD2,30-05-2018,1021
26203-Eplus -DEUE1,30-05-2018,1202
26207-O2 Germany-DEUE2,30-05-2018,2042
26601-Gibtel Telecommunications -GIBGT,30-05-2018,252
26801-Vodafone Portugal-PRTTL,30-05-2018,734
26803-Optimus -PRTOP,30-05-2018,16860
26806-TMN-PRTTM,30-05-2018,15583
27001-Luxembourg P&T-LUXPT,30-05-2018,1686
27077-Tango -LUXTG,30-05-2018,101
27099-VOX Mobile - Luxembourg-LUXVM,30-05-2018,685
27201-Vodafone Ireland-IRLEC,30-05-2018,4123
27202-O2 Ireland-IRLDF,30-05-2018,5452
27203-Meteor-IRLME,30-05-2018,44208
27205-Hutchinson 3G - Ireland-IRLH3,30-05-2018,3359
27401-Landssimi Islands -ISLPS,30-05-2018,96
27402-TAL -ISLTL,30-05-2018,58
27404-IMC - Iceland-ISLVW,30-05-2018,3
27411-Nova Iceland-ISLK9,30-05-2018,245
27411-Nova Efh-ISLNO,30-05-2018,245
27601-AMC (Albanian Mobile) -ALBAM,30-05-2018,125
27801-Vodafone Malta-MLTTL,30-05-2018,66
27821-Go Mobile -MLTGO,30-05-2018,740
28001-Cyprus Telecommunications Author-CYPCT,30-05-2018,279
28010-Scancom (Cyprus)-CYPSC,30-05-2018,8214
28020-CYPRUS Primtel-CYPPT,30-05-2018,123
28202-Magticom-GEOMA,30-05-2018,20
28305-Vivacell-ARM05,30-05-2018,5
28310-Orange-ARMOR,30-05-2018,21
28401-MobiTel AD Bulgaria-BGR01,30-05-2018,342
28403-Bulgarian Telecom -  Bulgaria-BGRVA,30-05-2018,7011
28405-Globul - Cosmo Bulgaria -BGRCM,30-05-2018,24499
28601-Turkcell-TURTC,30-05-2018,3665
28603-IS TIM-TURIS,30-05-2018,715
28604-Aycell - Turkey-TURAC,30-05-2018,2
29001-Tele Greenland -GRLTG,30-05-2018,19
29340-SI-Mobil-SVNSM,30-05-2018,76
29341-Mobitel Slovenia-SVNMT,30-05-2018,1273
29364-T-2 d.o.o. Slovenia-SVNFT,30-05-2018,61
29401-Makedonski Telekomunikacii-MKDMM,30-05-2018,70
29505-Mobilkom-LIEMK,30-05-2018,16
29702-T-Mobile Montenegro-MNETM,30-05-2018,15
30222-Telus Canada-CANTS,30-05-2018,7964
30237-Microcell (Fido)-CANMC,30-05-2018,198
30261-Bell Mobility-CANBM,30-05-2018,5946
30272-Rogers Wireless -CANRW,30-05-2018,1125
31017-Cingular (Pacific Bell Services)-USAPB,30-05-2018,462
31026-T-Mobile- USAW6-USAW6,30-05-2018,57223
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,30-05-2018,2
31038-AT&T Wireless-USAAT,30-05-2018,2
31041-Cingular (Genesis)-USACG,30-05-2018,62276
33402-Radiomovil-MEXTL,30-05-2018,1
33403-Mexico - Telefonica-MEXMS,30-05-2018,4
33405-Iusacell Mexico-MEXIU,30-05-2018,8
33805-Digicel Barbados Barbados-BRBDC,30-05-2018,150
33805-Digicel Mossel-JAMDC,30-05-2018,150
33818-C&W/Jamaica-JAMCW,30-05-2018,4
34001-Orange Caraïbe (FWI)-GLP01,30-05-2018,233
34020-FWI Bouygues Telecom-FRAF4,30-05-2018,10
34260-C&W/Barbados-BRBCW,30-05-2018,9
34492-Antigua C&W-ATGCW,30-05-2018,9
34614-C&W/Cayman-CYMCW,30-05-2018,24
34857-CCT Boatphone - Virgin Islands-VGBCC,30-05-2018,7
35000-Bermuda Digital-BMUBD,30-05-2018,9
35211-Grenada-GRDCW,30-05-2018,2
35611-St Kitts - C & W-KNACW,30-05-2018,4
35811-ST Lucia-LCACW,30-05-2018,6
36291-Setel NV (UTS Wireless Curacao)-ANTUT,30-05-2018,3
36439-BTC-BHSBH,30-05-2018,1
36584-Anguillia C&W-AIACW,30-05-2018,2
36611-Dominica - C & W-DMACW,30-05-2018,2
37001-Orange Dominican Republic-DOM01,30-05-2018,6
37413-Digicel Trinidad-TTODL,30-05-2018,3
37635-Turks & Calcos - C & W-TCACW,30-05-2018,3
40001-Azercell Telecom-AZEAC,30-05-2018,15
40002-Bakcell -AZEBC,30-05-2018,2
40101-Kar-tel -KAZKT,30-05-2018,40
40102-K'Cell-KAZKZ,30-05-2018,3
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,30-05-2018,694
40403-Airtel Bharti [Himachal Pradesh]-INDBL,30-05-2018,22
40404-Idea Cellular Delhi-INDID,30-05-2018,20
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,30-05-2018,340
40407-Idea Cellular [Andhra Pradesh] I-IND07,30-05-2018,25
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,30-05-2018,5809
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,30-05-2018,576
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,30-05-2018,13
40416-Bharti Hexacom North East  India-IND16,30-05-2018,19
40419-Escotel [Kerala] INDEK - 40419-INDEK,30-05-2018,22
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,30-05-2018,1620
40422-Idea Cellular [Maharashtra] INDB-INDBO,30-05-2018,226
40424-Idea Cellular [Gujarat] INDBI - -INDBI,30-05-2018,26
40427-BPL Cellular [Maharashtra]-INDBM,30-05-2018,106
40430-Hutchison [Calcutta] INDCC - 404-INDCC,30-05-2018,222
40431-Airtel Bharti [Calcutta] INDMT --INDMT,30-05-2018,1204
40440-Airtel Bharti [Chennai] INDSC - -INDSC,30-05-2018,1795
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,30-05-2018,37
40444-Spice Telekom [Karnataka] INDSK -INDSK,30-05-2018,15
40445-Airtel Bharti [Karnataka] INDJB -INDJB,30-05-2018,2060
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,30-05-2018,3
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,30-05-2018,1518
40456-Escotel [UP West]-INDEU,30-05-2018,15
40470-Airtel India [Rajasthan] INDH1-INDH1,30-05-2018,549
40490-Airtel Bharti [Maharashtra]-INDA2,30-05-2018,337
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,30-05-2018,1739
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,30-05-2018,227
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,30-05-2018,322
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,30-05-2018,193
40496-Airtel Bharti [Haryana]-INDA5,30-05-2018,30
40497-Airtel Bharti [UP West] INDA6 - -INDA6,30-05-2018,75
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,30-05-2018,131
40503-Tata Docomo Mumbai-INDTG,30-05-2018,6
40504-Tata Docomo Tamil Nadu-INDT2,30-05-2018,3
40504-TATA Docomo India-INDTO,30-05-2018,3
40555-Bharti Airtel Jammu & Kashmir-IND13,30-05-2018,7
40556-Bharti Airtel Assam India-IND15,30-05-2018,10
40579-Idea Cellular Mumbai -INDIM,30-05-2018,43
41001-Mobilink-PAKMK,30-05-2018,178
41003-Ufone Pakistan-PAKUF,30-05-2018,32
41004-CMPak Limited-PAKPL,30-05-2018,1
41301-Mobitel - Sri Lanka-LKA71,30-05-2018,53
41302-MTN Sri Lanka-LKADG,30-05-2018,237
41305-Bharti Airtel Lanka-LKAAT,30-05-2018,5
41401-MPT-MMRFT,30-05-2018,1
41501-FTML Lebanon-LBNFL,30-05-2018,209
41503-Libancell -LBNLC,30-05-2018,49
41601-MTS Fastlink-JORFL,30-05-2018,4
41677-Mobilecom -JORMC,30-05-2018,15
41702-Spacetel - Syria-SYRSP,30-05-2018,11
41805-Asiacell - Iraq-IRQAC,30-05-2018,12
41820-Atheer - Iraq-IRQAT,30-05-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,30-05-2018,10
41903-Wataniya Telecom-KWTNM,30-05-2018,123
41904-Viva Kuwait -KWTKT,30-05-2018,1
42001-Saudi Telephone Company-SAUAJ,30-05-2018,1276
42003-Etihad Etisalat - Saudi Arabia-SAUET,30-05-2018,1006
42004-Zain Saudi Arabia-SAUZN,30-05-2018,23
42202-GTO Oman-OMNGT,30-05-2018,27
42203-Oman Mobile - Oman-OMNNT,30-05-2018,18
42402-Etisalat-ARETC,30-05-2018,1872
42403-United Arab Emirates-AREDU,30-05-2018,317
42501-Partner Communication-ISR01,30-05-2018,2526
42502-Cellcom-ISRCL,30-05-2018,727
42503-Pelephone, Israel-ISRPL,30-05-2018,41
42601-Bahrain Telecommunications-BHRBT,30-05-2018,21
42701-Qatar Telekom -QATQT,30-05-2018,2139
42901-Nepal Mobile-NPLNM,30-05-2018,3
