imsi,date,recordcount
24001-Telia Mobitel (Sweden)-SWETR,07-06-2018,17324
24002-HI 3G-SWEHU,07-06-2018,45
24007-Tele2 AB-SWEIQ,07-06-2018,12924
24008-Vodafone Sweden-SWEEP,07-06-2018,8193
24201-Telenor Mobil -NORTM,07-06-2018,22468
24202-NetCom-NORNC,07-06-2018,7983
24205-Telia Norge Norway-NORNN,07-06-2018,2542
24405-Radiolinja Finland-FINRL,07-06-2018,147
24412-Finnish 2G-FIN2G,07-06-2018,559
24421-Elisa (2nd code)-FINES,07-06-2018,16
24491-Sonera Corporation-FINTF,07-06-2018,4765
24601-Omnitel Lithuania-LTUOM,07-06-2018,8285
24602-Bite GSM-LTUMT,07-06-2018,14
24603-Tele2-LTU03,07-06-2018,11476
24701-Latvian Mobile Telephone-LVALM,07-06-2018,9078
24702-Baltcom GSM -LVABC,07-06-2018,6318
24801-Estonian Mob Tel-ESTEM,07-06-2018,2152
24802-Radiolinja Estonia-ESTRE,07-06-2018,185
24803-Estonia Ritabell (Tele2)-ESTRB,07-06-2018,953
25001-MTS-RUS01,07-06-2018,1418
25002-MegaFon -RUSNW,07-06-2018,1390
25099-VimpelCom-RUSBD,07-06-2018,2784
25501-Ukraine Mobile Communications-UKRUM,07-06-2018,169
25503-Kyvistar GSM-UKRKS,07-06-2018,1114
25506-Astelit LLC-UKRAS,07-06-2018,76
25701-Mobile Digital Communications -BLRMD,07-06-2018,1
25901-Voxtel-MDAVX,07-06-2018,59
25902-Moldcell-MDAMC,07-06-2018,3
26001-Polkomtel -POLKM,07-06-2018,57258
26002-Era -POL02,07-06-2018,90219
26003-PTK Centeltel -POL03,07-06-2018,133145
26006-P4 - 3G Poland-POLP4,07-06-2018,275
26201-T-Mobile Germany-DEUD1,07-06-2018,52277
26202-Vodafone Germany-DEUD2,07-06-2018,999
26203-Eplus -DEUE1,07-06-2018,1216
26207-O2 Germany-DEUE2,07-06-2018,1789
26601-Gibtel Telecommunications -GIBGT,07-06-2018,263
26801-Vodafone Portugal-PRTTL,07-06-2018,437
26803-Optimus -PRTOP,07-06-2018,14733
26806-TMN-PRTTM,07-06-2018,13716
27001-Luxembourg P&T-LUXPT,07-06-2018,2203
27077-Tango -LUXTG,07-06-2018,98
27099-VOX Mobile - Luxembourg-LUXVM,07-06-2018,821
27201-Vodafone Ireland-IRLEC,07-06-2018,4496
27202-O2 Ireland-IRLDF,07-06-2018,5421
27203-Meteor-IRLME,07-06-2018,50982
27205-Hutchinson 3G - Ireland-IRLH3,07-06-2018,4305
27401-Landssimi Islands -ISLPS,07-06-2018,95
27402-TAL -ISLTL,07-06-2018,68
27411-Nova Iceland-ISLK9,07-06-2018,264
27411-Nova Efh-ISLNO,07-06-2018,264
27601-AMC (Albanian Mobile) -ALBAM,07-06-2018,160
27801-Vodafone Malta-MLTTL,07-06-2018,89
27821-Go Mobile -MLTGO,07-06-2018,670
28001-Cyprus Telecommunications Author-CYPCT,07-06-2018,214
28010-Scancom (Cyprus)-CYPSC,07-06-2018,6041
28020-CYPRUS Primtel-CYPPT,07-06-2018,84
28201-Geocell -GEOGC,07-06-2018,4
28202-Magticom-GEOMA,07-06-2018,35
28310-Orange-ARMOR,07-06-2018,15
28401-MobiTel AD Bulgaria-BGR01,07-06-2018,425
28403-Bulgarian Telecom -  Bulgaria-BGRVA,07-06-2018,7294
28405-Globul - Cosmo Bulgaria -BGRCM,07-06-2018,26011
28601-Turkcell-TURTC,07-06-2018,4328
28603-IS TIM-TURIS,07-06-2018,273
29340-SI-Mobil-SVNSM,07-06-2018,72
29341-Mobitel Slovenia-SVNMT,07-06-2018,1155
29364-T-2 d.o.o. Slovenia-SVNFT,07-06-2018,118
29401-Makedonski Telekomunikacii-MKDMM,07-06-2018,50
29505-Mobilkom-LIEMK,07-06-2018,10
29701-Telenor Montenegro-MNEPM,07-06-2018,3
29702-T-Mobile Montenegro-MNETM,07-06-2018,28
30222-Telus Canada-CANTS,07-06-2018,7634
30237-Microcell (Fido)-CANMC,07-06-2018,219
30261-Bell Mobility-CANBM,07-06-2018,5554
30272-Rogers Wireless -CANRW,07-06-2018,1187
31017-Cingular (Pacific Bell Services)-USAPB,07-06-2018,679
31026-T-Mobile- USAW6-USAW6,07-06-2018,61668
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,07-06-2018,5
31038-AT&T Wireless-USAAT,07-06-2018,5
31041-Cingular (Genesis)-USACG,07-06-2018,74260
31148-Verizon-USAVZ,07-06-2018,2
33403-Mexico - Telefonica-MEXMS,07-06-2018,4
33405-Iusacell Mexico-MEXIU,07-06-2018,10
33805-Digicel Barbados Barbados-BRBDC,07-06-2018,238
33805-Digicel Mossel-JAMDC,07-06-2018,238
33818-C&W/Jamaica-JAMCW,07-06-2018,13
34001-Orange Caraïbe (FWI)-GLP01,07-06-2018,339
34020-FWI Bouygues Telecom-FRAF4,07-06-2018,4
34260-C&W/Barbados-BRBCW,07-06-2018,4
34492-Antigua C&W-ATGCW,07-06-2018,5
34614-C&W/Cayman-CYMCW,07-06-2018,48
34857-CCT Boatphone - Virgin Islands-VGBCC,07-06-2018,1
35000-Bermuda Digital-BMUBD,07-06-2018,6
35211-Grenada-GRDCW,07-06-2018,4
35611-St Kitts - C & W-KNACW,07-06-2018,1
35811-ST Lucia-LCACW,07-06-2018,9
36011-St Vincent - C & W-VCTCW,07-06-2018,2
36251-Telcell-ANTTC,07-06-2018,3
36291-Setel NV (UTS Wireless Curacao)-ANTUT,07-06-2018,2
36611-Dominica - C & W-DMACW,07-06-2018,6
37002-Claro-DOMCL,07-06-2018,3
37413-Digicel Trinidad-TTODL,07-06-2018,1
37635-Turks & Calcos - C & W-TCACW,07-06-2018,5
40001-Azercell Telecom-AZEAC,07-06-2018,52
40002-Bakcell -AZEBC,07-06-2018,5
40004-Azerfon Azerbaijan-AZEAF,07-06-2018,3
40101-Kar-tel -KAZKT,07-06-2018,5
40102-K'Cell-KAZKZ,07-06-2018,1
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,07-06-2018,684
40403-Airtel Bharti [Himachal Pradesh]-INDBL,07-06-2018,21
40404-Idea Cellular Delhi-INDID,07-06-2018,48
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,07-06-2018,239
40407-Idea Cellular [Andhra Pradesh] I-IND07,07-06-2018,46
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,07-06-2018,6898
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,07-06-2018,850
40412-Escotel [Haryana] INDEH - 40412-INDEH,07-06-2018,23
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,07-06-2018,78
40416-Bharti Hexacom North East  India-IND16,07-06-2018,12
40419-Escotel [Kerala] INDEK - 40419-INDEK,07-06-2018,13
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,07-06-2018,1805
40422-Idea Cellular [Maharashtra] INDB-INDBO,07-06-2018,174
40424-Idea Cellular [Gujarat] INDBI - -INDBI,07-06-2018,3
40427-BPL Cellular [Maharashtra]-INDBM,07-06-2018,170
40430-Hutchison [Calcutta] INDCC - 404-INDCC,07-06-2018,267
40431-Airtel Bharti [Calcutta] INDMT --INDMT,07-06-2018,894
40440-Airtel Bharti [Chennai] INDSC - -INDSC,07-06-2018,1238
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,07-06-2018,15
40444-Spice Telekom [Karnataka] INDSK -INDSK,07-06-2018,1
40445-Airtel Bharti [Karnataka] INDJB -INDJB,07-06-2018,1880
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,07-06-2018,12
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,07-06-2018,1257
40456-Escotel [UP West]-INDEU,07-06-2018,29
40470-Airtel India [Rajasthan] INDH1-INDH1,07-06-2018,409
40490-Airtel Bharti [Maharashtra]-INDA2,07-06-2018,181
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,07-06-2018,1413
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,07-06-2018,170
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,07-06-2018,197
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,07-06-2018,34
40496-Airtel Bharti [Haryana]-INDA5,07-06-2018,61
40497-Airtel Bharti [UP West] INDA6 - -INDA6,07-06-2018,75
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,07-06-2018,46
40503-Tata Docomo Mumbai-INDTG,07-06-2018,18
40504-Tata Docomo Tamil Nadu-INDT2,07-06-2018,4
40504-TATA Docomo India-INDTO,07-06-2018,4
40555-Bharti Airtel Jammu & Kashmir-IND13,07-06-2018,12
40556-Bharti Airtel Assam India-IND15,07-06-2018,11
40566-Vodafone Essar South Ltd (UP Wes-INDE6,07-06-2018,1
40579-Idea Cellular Mumbai -INDIM,07-06-2018,49
40585-Idea Cellular Chennai-INDIT,07-06-2018,4
40585-IDEA WEST BENGAL-INDIW,07-06-2018,4
41001-Mobilink-PAKMK,07-06-2018,322
41003-Ufone Pakistan-PAKUF,07-06-2018,38
41220-TDCA-AFGTD,07-06-2018,5
41301-Mobitel - Sri Lanka-LKA71,07-06-2018,48
41302-MTN Sri Lanka-LKADG,07-06-2018,293
41305-Bharti Airtel Lanka-LKAAT,07-06-2018,10
41401-MPT-MMRFT,07-06-2018,1
41501-FTML Lebanon-LBNFL,07-06-2018,279
41503-Libancell -LBNLC,07-06-2018,141
41601-MTS Fastlink-JORFL,07-06-2018,7
41677-Mobilecom -JORMC,07-06-2018,13
41805-Asiacell - Iraq-IRQAC,07-06-2018,14
41820-Atheer - Iraq-IRQAT,07-06-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,07-06-2018,11
41903-Wataniya Telecom-KWTNM,07-06-2018,99
41904-Viva Kuwait -KWTKT,07-06-2018,7
42001-Saudi Telephone Company-SAUAJ,07-06-2018,1524
42003-Etihad Etisalat - Saudi Arabia-SAUET,07-06-2018,982
42102-Spacetel-YEMSP,07-06-2018,2
42202-GTO Oman-OMNGT,07-06-2018,70
42203-Oman Mobile - Oman-OMNNT,07-06-2018,34
42402-Etisalat-ARETC,07-06-2018,2187
42403-United Arab Emirates-AREDU,07-06-2018,356
42501-Partner Communication-ISR01,07-06-2018,2948
42502-Cellcom-ISRCL,07-06-2018,842
42503-Pelephone, Israel-ISRPL,07-06-2018,32
42601-Bahrain Telecommunications-BHRBT,07-06-2018,23
42701-Qatar Telekom -QATQT,07-06-2018,2092
43211-Iran TeleCom Co-IRN11,07-06-2018,103
43404-Unitel-UZBDU,07-06-2018,3
44010-NTT DoCoMo-JPNDO,07-06-2018,520
44020-J-Phone-JPNJP,07-06-2018,40
44050-KDDI-JPNKD,07-06-2018,146
44051-KDDI Japan-JPNKI,07-06-2018,75
45005-SK Korea-KORSK,07-06-2018,586
45006-LG U+ South Korea-KORLU,07-06-2018,234
45008-KT Freetel 3G-KORKF,07-06-2018,149
45201-VMS Mobifone-VNMMO,07-06-2018,37
45202-GPC Vietnam-VNMVI,07-06-2018,17
45400-Hong Kong CSL -HKGTC,07-06-2018,90
45403-Hutchison 3G (Hong Kong)-HKGH3,07-06-2018,33
45404-Hutchison Telephone Company -HKGHT,07-06-2018,1
45406-SmarTone Mobile Hong Kong-HKGSM,07-06-2018,447
45412-Peoples Telephone Company -HKGPP,07-06-2018,74
45419-Sunday 3G - Hong Kong-HKGM3,07-06-2018,67
45501-Companhia Telecomunicoes-MACCT,07-06-2018,3
46000-China Telecom-CHNCT,07-06-2018,2748
46001-China Unicom-CHNCU,07-06-2018,686
46002-China Mobile - China-CHNCM,07-06-2018,659
46007-China Mobile 3rd-CHNTD,07-06-2018,145
46601-Far EasTone Telecommunications-TWNFE,07-06-2018,5
46692-Chungwa Telecom LDM-TWNLD,07-06-2018,110
46697-Taiwan Cellular Corp-TWNPC,07-06-2018,21
47001-GrameenPhone-BGDGP,07-06-2018,10
47003-Banglalink - Bangladesh-BGDBL,07-06-2018,6
47201-Dhiraagu-MDV01,07-06-2018,2
50212-Maxis-MYSBC,07-06-2018,8
50216-DiGi Telecommunications -MYSMT,07-06-2018,122
50218-France Telecom Roaming Global Ex-MYSFT,07-06-2018,8
50219-Celcom-MYSCC,07-06-2018,11
50501-Telstra -AUSTA,07-06-2018,13307
50502-Optus Communications-AUSOP,07-06-2018,5540
51001-PT Satelindo Palapa-IDNSL,07-06-2018,42
51010-PT Telkomsel-IDNTS,07-06-2018,179
51502-Globe Telecom -PHLGT,07-06-2018,52
52000-Thailand, True Move-THACT,07-06-2018,27
52003-AIS-THAWN,07-06-2018,678
52005-Thailand DTAC-THADT,07-06-2018,39
52018-Total Access Communications-THAWP,07-06-2018,3
52501-Singtel GSM 900-SGPST,07-06-2018,843
52503-MobileOne-SGPM1,07-06-2018,10
52505-StarHub-SGPSH,07-06-2018,118
52811-DST Communications-BRNDS,07-06-2018,27
53001-Vodafone New Zealand-NZLBS,07-06-2018,194
53005-Telecom-NZLTM,07-06-2018,2744
53024-NZ Communications-NZLNH,07-06-2018,410
60201-Mobilnil-EGYAR,07-06-2018,816
60203-Etisalat - Egypt-EGYEM,07-06-2018,57
60301-PTT-AMN-DZAA1,07-06-2018,12
60303-Wataniya-DZAWT,07-06-2018,2
60400-Medi Telecom-MARMT,07-06-2018,42
60401-IAM-MARM1,07-06-2018,71
60502-Tunisie Telecom-TUNTT,07-06-2018,19
60601-El Madar Tel Co-LBY01,07-06-2018,2
60701-Gamcell-GMB01,07-06-2018,3
60702-Africell-GMBAC,07-06-2018,2
60801-Sonatel-SENAZ,07-06-2018,17
61002-Ikatel Sa-MLI02,07-06-2018,17
61101-Orange-GINGS,07-06-2018,15
61203-Orange Cote d'Ivoire-CIV03,07-06-2018,58
61205-Loteny Telecom-CIVTL,07-06-2018,1
61701-Cellplus Mobile Communications-MUSCP,07-06-2018,76
61807-Celcom Telecom - Liberia-LBR07,07-06-2018,5
61901-Celtel (SL) Limited-SLECT,07-06-2018,59
62001-Scancom -GHASC,07-06-2018,395
62006-Airtel Ghana-GHAZN,07-06-2018,2
62130-MTN-NGAMN,07-06-2018,2392
62150-Globacom - Nigeria-NGAGM,07-06-2018,609
62160-Etisalat Nigeria-NGAEM,07-06-2018,839
62401-MTN Cameroon-CMRMT,07-06-2018,21
62402-Orange Cameroon-CMR02,07-06-2018,19
62701-GETESA-GNQ01,07-06-2018,6
62901-Airtel-COGCT,07-06-2018,6
63001-Vodacom Congo (Democratic)-CODVC,07-06-2018,6
63102-Unitel-AGOUT,07-06-2018,165
63301-Cable & Wireless-SYCCW,07-06-2018,7
63310-Telekom Seychelles-SYCAT,07-06-2018,1
63401-MobiTel Sudan-SUDMO,07-06-2018,13
63402-Bashair Telecom - Sudan-SDNBT,07-06-2018,4
63402-MTN-SSDMN,07-06-2018,4
63510-Rwandacell - Rwanda-RWAMN,07-06-2018,58
63601-ETC-ETH01,07-06-2018,1
63902-Safaricom -KENSA,07-06-2018,257
63903-KenCell -KENKC,07-06-2018,66
64005-Celtel Tanzania-TZACT,07-06-2018,1
64101-Celtel Uganda-UGACE,07-06-2018,16
64110-MTN-UGAMN,07-06-2018,29
64111-Uganda Telecom-UGATL,07-06-2018,7
64114-Orange-UGAOR,07-06-2018,2
64502-Telecel Zambia-ZMB02,07-06-2018,2
64602-SMM - Madagascar-MDGAN,07-06-2018,8
64700-Orange Reunion - Reunion-REU02,07-06-2018,209
64801-Net One-ZWEN1,07-06-2018,3
64804-Econet-ZWEET,07-06-2018,35
64901-MTC Namibia -NAM01,07-06-2018,18
65201-Mascom Wireless -BWAGA,07-06-2018,26
65202-Orange Botswana-BWAVC,07-06-2018,28
65501-Vodacom South Africa-ZAFVC,07-06-2018,12
65507-Cell C-ZAFCC,07-06-2018,48
65510-MTN South Africa-ZAFMN,07-06-2018,1489
70267-BTL-BLZ67,07-06-2018,3
70401-Sercom S.A-GTMSC,07-06-2018,1
71201-ICE-CRICR,07-06-2018,2
71401-Cable & Wireless-PANCW,07-06-2018,1
72207-Argentina Telefonica-ARGTM,07-06-2018,23
72234-Personal Telecom-ARGTP,07-06-2018,115
72402-TIM Region 2 Rio Norte-BRARN,07-06-2018,62
72403-TIM Region 3 Sau Paulo-BRASP,07-06-2018,69
72404-TIM Region 1 Cellular Centro-BRACS,07-06-2018,23
72406-Vivo 2-BRAV2,07-06-2018,3
72410-Vivo 1-BRAV1,07-06-2018,14
72411-Vivo 3-BRAV3,07-06-2018,14
72423-Telemig - Brazil-BRATC,07-06-2018,2
73001-Entel Telefonia Movil -CHLMV,07-06-2018,18
73210-Occidente Y Caribe Celular Sa Oc-COLCM,07-06-2018,1
73212-Telefonica Moviles-COLTM,07-06-2018,19
73801-Digicel Guyana-GUYUM,07-06-2018,2
74404-Telefonica Celular - Paraguay-PRYTC,07-06-2018,1
74801-Antel-URYAN,07-06-2018,24
74807-Telefonica Moviles-URYTM,07-06-2018,1
90105-Thuraya -ARETH,07-06-2018,1
90131-Orange France-AAZOR,07-06-2018,27
90137-Transatel-AAZTR,07-06-2018,4
20201-Cosmote Mobile Telecom-GRCCO,08-06-2018,16743
20205-Vodafone Greece-GRCPF,08-06-2018,137
20209-Wind Greece (Q-Telecom)-GRCQT,08-06-2018,207
20210-Stet Hellas Telecommunications-GRCSH,08-06-2018,5383
20404-Vodafone Netherlands-NLDLT,08-06-2018,18306
20408-KPN Tel Netherlands -NLDPT,08-06-2018,7459
20412-Telfort-NLDTM,08-06-2018,665
20416-T-Mobile Netherlands-NLDPN,08-06-2018,18513
20420-Orange Netherlands-NLDDT,08-06-2018,33
20601-Belgacom Mobile -BELTB,08-06-2018,3780
20610-Mobistar-BELMO,08-06-2018,15301
20620-Base-BELKO,08-06-2018,720
20801-Orange France-FRAF1,08-06-2018,150222
20810-SFR France-FRAF2,08-06-2018,1
20815-Free Mobile -FRAF5,08-06-2018,63690
20815-France Free Mobile-FRAFM,08-06-2018,63690
20820-Bouygues Telecom-FRAF3,08-06-2018,46916
21201-Vala 900 (Monaco Telecom) -MCOM1,08-06-2018,2
21401-Vodafone Espaqa-ESPAT,08-06-2018,766
21403-Amena-ESPRT,08-06-2018,38478
21404-Xfera Moviles-ESPXF,08-06-2018,5393
21407-Telefonica Moviles-ESPTE,08-06-2018,8372
21421-Jazztel Spain -ESPJZ,08-06-2018,450
21601-Pannon GSM-HUNH1,08-06-2018,5498
21630-Westel 900 GSM-HUNH2,08-06-2018,12969
21670-Vodafone Hungary-HUNVR,08-06-2018,76
21805-MOBIS-BIHMS,08-06-2018,8
21901-HT Mobile-HRVCN,08-06-2018,2771
21902-Tele2  (Croatia)-HRVT2,08-06-2018,207
21910-VIP Net GSM -HRVVI,08-06-2018,37
22001-Mobtel-YUGMT,08-06-2018,61
22003-Telekom Srbija-YUGTS,08-06-2018,260
22201-TIM Italy -ITASI,08-06-2018,18340
22210-Vodafone Omnitel-ITAOM,08-06-2018,1276
22288-Wind Italy-ITAWI,08-06-2018,18542
22299-Hutchinson 3G - Italy-ITAH3,08-06-2018,1019
22601-Mobifon -ROMMF,08-06-2018,1318
22603-Cosmorom-ROMCS,08-06-2018,22128
22610-Orange Romania-ROMMR,08-06-2018,92876
22801-Swisscom-CHEC1,08-06-2018,11683
22802-sunrise-CHEDX,08-06-2018,6868
22803-Orange Switzerland-CHEOR,08-06-2018,5349
23001-T-Mobile Czech-CZERM,08-06-2018,16111
23002-Eurotel Praha -CZEET,08-06-2018,353
23003-Cesky Mobil -CZECM,08-06-2018,861
23101-Orange Slovakia-SVKGT,08-06-2018,9724
23102-Eurotel Bratislava-SVKET,08-06-2018,5391
23106-Telefonica o2-SVKO2,08-06-2018,80
23201-Mobilkom Austria-AUTPT,08-06-2018,144
23203-T-Mobile Austria-AUTMM,08-06-2018,4622
23205-Connect -AUTCA,08-06-2018,120
23207-Tele Ring Telekom -AUTTR,08-06-2018,1865
23403-Airtel-GBRAJ,08-06-2018,742
23410-02 UK-GBRCN,08-06-2018,101
23415-Vodafone UK-GBRVF,08-06-2018,69
23418-Cloud 9-GBRC9,08-06-2018,33
23420-3 UK-GBRHU,08-06-2018,31
23450-Jersey Telecoms -GBRJT,08-06-2018,2906
23455-Guernsey Telecom-GBRGT,08-06-2018,4173
23458-Manx Telecom-GBRMT,08-06-2018,12612
23801-Tele Danmark Mobil-DNKTD,08-06-2018,1849
23802-Sonofon -DNKDM,08-06-2018,7506
23806-Hi3G - Denmark-DNKHU,08-06-2018,27
23820-Telia Mobile (Denmark)-DNKIA,08-06-2018,5450
24001-Telia Mobitel (Sweden)-SWETR,08-06-2018,16920
24002-HI 3G-SWEHU,08-06-2018,6
24007-Tele2 AB-SWEIQ,08-06-2018,13402
24008-Vodafone Sweden-SWEEP,08-06-2018,8015
24201-Telenor Mobil -NORTM,08-06-2018,24982
24202-NetCom-NORNC,08-06-2018,8921
24205-Telia Norge Norway-NORNN,08-06-2018,2718
24405-Radiolinja Finland-FINRL,08-06-2018,115
24412-Finnish 2G-FIN2G,08-06-2018,611
24421-Elisa (2nd code)-FINES,08-06-2018,20
24491-Sonera Corporation-FINTF,08-06-2018,4715
24601-Omnitel Lithuania-LTUOM,08-06-2018,9954
24602-Bite GSM-LTUMT,08-06-2018,8
24603-Tele2-LTU03,08-06-2018,12914
24701-Latvian Mobile Telephone-LVALM,08-06-2018,9639
24702-Baltcom GSM -LVABC,08-06-2018,6879
24801-Estonian Mob Tel-ESTEM,08-06-2018,2392
24802-Radiolinja Estonia-ESTRE,08-06-2018,133
24803-Estonia Ritabell (Tele2)-ESTRB,08-06-2018,1063
25001-MTS-RUS01,08-06-2018,1456
25002-MegaFon -RUSNW,08-06-2018,1203
25099-VimpelCom-RUSBD,08-06-2018,2772
25501-Ukraine Mobile Communications-UKRUM,08-06-2018,158
25503-Kyvistar GSM-UKRKS,08-06-2018,1100
25506-Astelit LLC-UKRAS,08-06-2018,42
25901-Voxtel-MDAVX,08-06-2018,130
25902-Moldcell-MDAMC,08-06-2018,3
26001-Polkomtel -POLKM,08-06-2018,58210
26002-Era -POL02,08-06-2018,94872
26003-PTK Centeltel -POL03,08-06-2018,138611
26006-P4 - 3G Poland-POLP4,08-06-2018,150
26201-T-Mobile Germany-DEUD1,08-06-2018,45806
26202-Vodafone Germany-DEUD2,08-06-2018,855
26203-Eplus -DEUE1,08-06-2018,1151
26207-O2 Germany-DEUE2,08-06-2018,1794
26601-Gibtel Telecommunications -GIBGT,08-06-2018,381
26801-Vodafone Portugal-PRTTL,08-06-2018,507
26803-Optimus -PRTOP,08-06-2018,16194
26806-TMN-PRTTM,08-06-2018,14459
27001-Luxembourg P&T-LUXPT,08-06-2018,2070
27077-Tango -LUXTG,08-06-2018,106
27099-VOX Mobile - Luxembourg-LUXVM,08-06-2018,702
27201-Vodafone Ireland-IRLEC,08-06-2018,4213
27202-O2 Ireland-IRLDF,08-06-2018,4729
27203-Meteor-IRLME,08-06-2018,56907
27205-Hutchinson 3G - Ireland-IRLH3,08-06-2018,4877
27401-Landssimi Islands -ISLPS,08-06-2018,140
27402-TAL -ISLTL,08-06-2018,72
27411-Nova Iceland-ISLK9,08-06-2018,519
27411-Nova Efh-ISLNO,08-06-2018,519
27601-AMC (Albanian Mobile) -ALBAM,08-06-2018,65
27602-Vodafone Albania-ALBVF,08-06-2018,2
27801-Vodafone Malta-MLTTL,08-06-2018,135
27821-Go Mobile -MLTGO,08-06-2018,914
28001-Cyprus Telecommunications Author-CYPCT,08-06-2018,268
28010-Scancom (Cyprus)-CYPSC,08-06-2018,6519
28020-CYPRUS Primtel-CYPPT,08-06-2018,73
28201-Geocell -GEOGC,08-06-2018,9
28202-Magticom-GEOMA,08-06-2018,14
28310-Orange-ARMOR,08-06-2018,4
28401-MobiTel AD Bulgaria-BGR01,08-06-2018,370
28403-Bulgarian Telecom -  Bulgaria-BGRVA,08-06-2018,8057
28405-Globul - Cosmo Bulgaria -BGRCM,08-06-2018,27812
28601-Turkcell-TURTC,08-06-2018,4099
28603-IS TIM-TURIS,08-06-2018,254
28604-Aycell - Turkey-TURAC,08-06-2018,2
29340-SI-Mobil-SVNSM,08-06-2018,51
29341-Mobitel Slovenia-SVNMT,08-06-2018,1060
29364-T-2 d.o.o. Slovenia-SVNFT,08-06-2018,137
29401-Makedonski Telekomunikacii-MKDMM,08-06-2018,29
29505-Mobilkom-LIEMK,08-06-2018,32
29701-Telenor Montenegro-MNEPM,08-06-2018,19
29702-T-Mobile Montenegro-MNETM,08-06-2018,53
30222-Telus Canada-CANTS,08-06-2018,7546
30237-Microcell (Fido)-CANMC,08-06-2018,211
30261-Bell Mobility-CANBM,08-06-2018,6131
30272-Rogers Wireless -CANRW,08-06-2018,1363
31015-Cingular (Bell South Mobility)-USABS,08-06-2018,1
31017-Cingular (Pacific Bell Services)-USAPB,08-06-2018,407
31026-T-Mobile- USAW6-USAW6,08-06-2018,64995
31038-AT&T Mobility P.Rico Puerto Rico-PRIAT,08-06-2018,3
31038-AT&T Wireless-USAAT,08-06-2018,3
31041-Cingular (Genesis)-USACG,08-06-2018,73944
31310-FirstNet USA-USAFN,08-06-2018,1
33405-Iusacell Mexico-MEXIU,08-06-2018,12
33805-Digicel Barbados Barbados-BRBDC,08-06-2018,158
33805-Digicel Mossel-JAMDC,08-06-2018,158
33818-C&W/Jamaica-JAMCW,08-06-2018,7
34001-Orange Caraïbe (FWI)-GLP01,08-06-2018,425
34020-FWI Bouygues Telecom-FRAF4,08-06-2018,1
34260-C&W/Barbados-BRBCW,08-06-2018,4
34492-Antigua C&W-ATGCW,08-06-2018,3
34614-C&W/Cayman-CYMCW,08-06-2018,45
34857-CCT Boatphone - Virgin Islands-VGBCC,08-06-2018,6
35000-Bermuda Digital-BMUBD,08-06-2018,6
35211-Grenada-GRDCW,08-06-2018,6
35611-St Kitts - C & W-KNACW,08-06-2018,2
35811-ST Lucia-LCACW,08-06-2018,10
36291-Setel NV (UTS Wireless Curacao)-ANTUT,08-06-2018,6
36584-Anguillia C&W-AIACW,08-06-2018,2
37001-Orange Dominican Republic-DOM01,08-06-2018,2
37413-Digicel Trinidad-TTODL,08-06-2018,1
37635-Turks & Calcos - C & W-TCACW,08-06-2018,5
40001-Azercell Telecom-AZEAC,08-06-2018,56
40002-Bakcell -AZEBC,08-06-2018,2
40101-Kar-tel -KAZKT,08-06-2018,1
40102-K'Cell-KAZKZ,08-06-2018,1
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,08-06-2018,698
40403-Airtel Bharti [Himachal Pradesh]-INDBL,08-06-2018,14
40404-Idea Cellular Delhi-INDID,08-06-2018,32
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,08-06-2018,302
40407-Idea Cellular [Andhra Pradesh] I-IND07,08-06-2018,26
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,08-06-2018,6792
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,08-06-2018,887
40412-Escotel [Haryana] INDEH - 40412-INDEH,08-06-2018,3
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,08-06-2018,39
40416-Bharti Hexacom North East  India-IND16,08-06-2018,15
40419-Escotel [Kerala] INDEK - 40419-INDEK,08-06-2018,21
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,08-06-2018,1640
40422-Idea Cellular [Maharashtra] INDB-INDBO,08-06-2018,144
40424-Idea Cellular [Gujarat] INDBI - -INDBI,08-06-2018,14
40427-BPL Cellular [Maharashtra]-INDBM,08-06-2018,95
40430-Hutchison [Calcutta] INDCC - 404-INDCC,08-06-2018,155
40431-Airtel Bharti [Calcutta] INDMT --INDMT,08-06-2018,645
40440-Airtel Bharti [Chennai] INDSC - -INDSC,08-06-2018,1218
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,08-06-2018,2
