imsi_prefix,date,Incoming data,Records count 
27099-VOX Mobile - Luxembourg-LUXVM,04-06-2018,22448,4010                       
27201-Vodafone Ireland-IRLEC,04-06-2018,7119,30408                              
27202-O2 Ireland-IRLDF,04-06-2018,21152,131484                                  
27203-Meteor-IRLME,04-06-2018,1108697,57069                                     
27205-Hutchinson 3G - Ireland-IRLH3,04-06-2018,70286,24557                      
27401-Landssimi Islands -ISLPS,04-06-2018,1525,119                              
27402-TAL -ISLTL,04-06-2018,3012,1251                                           
27411-Nova Iceland-ISLK9,04-06-2018,9389,1052                                   
27411-Nova Efh-ISLNO,04-06-2018,9389,1052                                       
27601-AMC (Albanian Mobile) -ALBAM,04-06-2018,511,1149                          
27801-Vodafone Malta-MLTTL,04-06-2018,434,183                                   
27821-Go Mobile -MLTGO,04-06-2018,2132,480                                      
28001-Cyprus Telecommunications Author-CYPCT,04-06-2018,589,229                 
28010-Scancom (Cyprus)-CYPSC,04-06-2018,14224,1983                              
28020-CYPRUS Primtel-CYPPT,04-06-2018,8,10                                      
28201-Geocell -GEOGC,04-06-2018,1,2                                             
28310-Orange-ARMOR,04-06-2018,1,6                                               
28401-MobiTel AD Bulgaria-BGR01,04-06-2018,1053,249                             
28403-Bulgarian Telecom -  Bulgaria-BGRVA,04-06-2018,42639,4552                 
28405-Globul - Cosmo Bulgaria -BGRCM,04-06-2018,365337,22645                    
28601-Turkcell-TURTC,04-06-2018,130517,7086                                     
28603-IS TIM-TURIS,04-06-2018,5267,465                                          
29340-SI-Mobil-SVNSM,04-06-2018,764,162                                         
29341-Mobitel Slovenia-SVNMT,04-06-2018,10509,582                               
29364-T-2 d.o.o. Slovenia-SVNFT,04-06-2018,547,77                               
29401-Makedonski Telekomunikacii-MKDMM,04-06-2018,58,25                         
29502-VIAG Europlatform-LIEK9,04-06-2018,3,6                                    
29502-VIAG Europlatform-LIEVE,04-06-2018,3,6                                    
29505-Mobilkom-LIEMK,04-06-2018,179,2194                                        
29702-T-Mobile Montenegro-MNETM,04-06-2018,3,46                                 
30222-Telus Canada-CANTS,04-06-2018,54160,11748                                 
30237-Microcell (Fido)-CANMC,04-06-2018,3187,1579                               
30261-Bell Mobility-CANBM,04-06-2018,47194,8623                                 
30272-Rogers Wireless -CANRW,04-06-2018,20413,7324                              
31017-Cingular (Pacific Bell Services)-USAPB,04-06-2018,3090,17860              
31026-T-Mobile- USAW6-USAW6,04-06-2018,983416,216271                            
31041-Cingular (Genesis)-USACG,04-06-2018,1318210,216229                        
31148-Verizon-USAVZ,04-06-2018,0,5                                              
33403-Mexico - Telefonica-MEXMS,04-06-2018,47,107                               
33405-Iusacell Mexico-MEXIU,04-06-2018,40,60                                    
33805-Digicel Barbados Barbados-BRBDC,04-06-2018,617,390                        
33805-Digicel Mossel-JAMDC,04-06-2018,617,390                                   
33818-C&W/Jamaica-JAMCW,04-06-2018,18,45                                        
34001-Orange Caraïbe (FWI)-GLP01,04-06-2018,2821,263                            
34020-FWI Bouygues Telecom-FRAF4,04-06-2018,37,16                               
34260-C&W/Barbados-BRBCW,04-06-2018,1,7                                         
34492-Antigua C&W-ATGCW,04-06-2018,6,20                                         
34614-C&W/Cayman-CYMCW,04-06-2018,26,75                                         
35000-Bermuda Digital-BMUBD,04-06-2018,1,7                                      
35211-Grenada-GRDCW,04-06-2018,6,5                                              
35486-Montserrat C & W-MSRCW,04-06-2018,0,15                                    
35611-St Kitts - C & W-KNACW,04-06-2018,0,3                                     
35811-ST Lucia-LCACW,04-06-2018,0,2                                             
36439-BTC-BHSBH,04-06-2018,0,1                                                  
36584-Anguillia C&W-AIACW,04-06-2018,0,22                                       
36611-Dominica - C & W-DMACW,04-06-2018,0,2                                     
37001-Orange Dominican Republic-DOM01,04-06-2018,0,2                            
37413-Digicel Trinidad-TTODL,04-06-2018,7,32                                    
37635-Turks & Calcos - C & W-TCACW,04-06-2018,0,1                               
40001-Azercell Telecom-AZEAC,04-06-2018,5,5                                     
40002-Bakcell -AZEBC,04-06-2018,0,1                                             
40101-Kar-tel -KAZKT,04-06-2018,25,38                                           
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,04-06-2018,7095,1458               
40403-Airtel Bharti [Himachal Pradesh]-INDBL,04-06-2018,313,22                  
40404-Idea Cellular Delhi-INDID,04-06-2018,915,32                               
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,04-06-2018,4040,184                
40407-Idea Cellular [Andhra Pradesh] I-IND07,04-06-2018,4,12                    
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,04-06-2018,65562,6966              
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,04-06-2018,8891,664                
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,04-06-2018,1,6                     
40416-Bharti Hexacom North East  India-IND16,04-06-2018,75,16                   
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,04-06-2018,14986,1424              
40422-Idea Cellular [Maharashtra] INDB-INDBO,04-06-2018,814,329                 
40424-Idea Cellular [Gujarat] INDBI - -INDBI,04-06-2018,38,5                    
40427-BPL Cellular [Maharashtra]-INDBM,04-06-2018,609,67                        
40430-Hutchison [Calcutta] INDCC - 404-INDCC,04-06-2018,1695,151                
40431-Airtel Bharti [Calcutta] INDMT --INDMT,04-06-2018,5421,1920               
40440-Airtel Bharti [Chennai] INDSC - -INDSC,04-06-2018,8711,1549               
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,04-06-2018,18,2                    
40444-Spice Telekom [Karnataka] INDSK -INDSK,04-06-2018,0,8                     
40445-Airtel Bharti [Karnataka] INDJB -INDJB,04-06-2018,22122,2839              
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,04-06-2018,75,5                    
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,04-06-2018,14477,2134              
40456-Escotel [UP West]-INDEU,04-06-2018,208,25                                 
40470-Airtel India [Rajasthan] INDH1-INDH1,04-06-2018,5927,342                  
40490-Airtel Bharti [Maharashtra]-INDA2,04-06-2018,1199,2513                    
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,04-06-2018,12593,10088             
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,04-06-2018,2018,223                
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,04-06-2018,3376,324                 
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,04-06-2018,660,84                  
40496-Airtel Bharti [Haryana]-INDA5,04-06-2018,2627,95                          
40497-Airtel Bharti [UP West] INDA6 - -INDA6,04-06-2018,244,146                 
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,04-06-2018,1582,297                 
40555-Bharti Airtel Jammu & Kashmir-IND13,04-06-2018,0,2                        
40556-Bharti Airtel Assam India-IND15,04-06-2018,173,12                         
40579-Idea Cellular Mumbai -INDIM,04-06-2018,113,24                             
40585-Idea Cellular Chennai-INDIT,04-06-2018,0,1                                
40585-IDEA WEST BENGAL-INDIW,04-06-2018,0,1                                     
41001-Mobilink-PAKMK,04-06-2018,91,22                                           
41220-TDCA-AFGTD,04-06-2018,0,2                                                 
41301-Mobitel - Sri Lanka-LKA71,04-06-2018,86,16                                
41302-MTN Sri Lanka-LKADG,04-06-2018,7061,3315                                  
41305-Bharti Airtel Lanka-LKAAT,04-06-2018,1,16                                 
41501-FTML Lebanon-LBNFL,04-06-2018,20,14                                       
41503-Libancell -LBNLC,04-06-2018,6,4                                           
41601-MTS Fastlink-JORFL,04-06-2018,0,5                                         
41677-Mobilecom -JORMC,04-06-2018,0,1                                           
41805-Asiacell - Iraq-IRQAC,04-06-2018,0,1                                      
41820-Atheer - Iraq-IRQAT,04-06-2018,0,1                                        
41840-Korek Telecom LTD - Iraq-IRQKK,04-06-2018,2,6                             
41903-Wataniya Telecom-KWTNM,04-06-2018,3332,160                                
41904-Viva Kuwait -KWTKT,04-06-2018,36,2                                        
42001-Saudi Telephone Company-SAUAJ,04-06-2018,11159,1438                       
42003-Etihad Etisalat - Saudi Arabia-SAUET,04-06-2018,34156,1207                
42202-GTO Oman-OMNGT,04-06-2018,151,27                                          
42203-Oman Mobile - Oman-OMNNT,04-06-2018,62,51                                 
42402-Etisalat-ARETC,04-06-2018,21980,2846                                      
42403-United Arab Emirates-AREDU,04-06-2018,4586,1065                           
42501-Partner Communication-ISR01,04-06-2018,43776,60710                        
42502-Cellcom-ISRCL,04-06-2018,14756,1575                                       
42503-Pelephone, Israel-ISRPL,04-06-2018,505,196                                
42601-Bahrain Telecommunications-BHRBT,04-06-2018,525,34                        
42701-Qatar Telekom -QATQT,04-06-2018,34755,3044                                
43211-Iran TeleCom Co-IRN11,04-06-2018,317,138                                  
44010-NTT DoCoMo-JPNDO,04-06-2018,11914,3826                                    
44020-J-Phone-JPNJP,04-06-2018,1674,321                                         
44050-KDDI-JPNKD,04-06-2018,5454,650                                            
44051-KDDI Japan-JPNKI,04-06-2018,2084,318                                      
45005-SK Korea-KORSK,04-06-2018,10832,4482                                      
45006-LG U+ South Korea-KORLU,04-06-2018,11800,1101                             
45008-KT Freetel 3G-KORKF,04-06-2018,6611,827                                   
45202-GPC Vietnam-VNMVI,04-06-2018,7,3                                          
45400-Hong Kong CSL -HKGTC,04-06-2018,13322,877                                 
45403-Hutchison 3G (Hong Kong)-HKGH3,04-06-2018,1779,357                        
45406-SmarTone Mobile Hong Kong-HKGSM,04-06-2018,30741,2115                     
45412-Peoples Telephone Company -HKGPP,04-06-2018,5432,269                      
45419-Sunday 3G - Hong Kong-HKGM3,04-06-2018,3031,159                           
46000-China Telecom-CHNCT,04-06-2018,140824,11426                               
46001-China Unicom-CHNCU,04-06-2018,23208,6260                                  
46002-China Mobile - China-CHNCM,04-06-2018,19008,1657                          
46007-China Mobile 3rd-CHNTD,04-06-2018,3444,697                                
46601-Far EasTone Telecommunications-TWNFE,04-06-2018,199,12                    
46692-Chungwa Telecom LDM-TWNLD,04-06-2018,4965,317                             
46697-Taiwan Cellular Corp-TWNPC,04-06-2018,7129,141                            
47001-GrameenPhone-BGDGP,04-06-2018,7,7                                         
50216-DiGi Telecommunications -MYSMT,04-06-2018,4104,4126                       
50219-Celcom-MYSCC,04-06-2018,75,23                                             
50501-Telstra -AUSTA,04-06-2018,185924,38989                                    
50502-Optus Communications-AUSOP,04-06-2018,47390,25130                         
51001-PT Satelindo Palapa-IDNSL,04-06-2018,403,51                               
51010-PT Telkomsel-IDNTS,04-06-2018,5838,521                                    
51502-Globe Telecom -PHLGT,04-06-2018,1549,36                                   
52000-Thailand, True Move-THACT,04-06-2018,55,53                                
52003-AIS-THAWN,04-06-2018,145404,9681                                          
52005-Thailand DTAC-THADT,04-06-2018,1248,120                                   
52018-Total Access Communications-THAWP,04-06-2018,0,1                          
52501-Singtel GSM 900-SGPST,04-06-2018,49281,5074                               
52505-StarHub-SGPSH,04-06-2018,6769,628                                         
52811-DST Communications-BRNDS,04-06-2018,0,1                                   
53001-Vodafone New Zealand-NZLBS,04-06-2018,1848,555                            
53005-Telecom-NZLTM,04-06-2018,24794,5497                                       
53024-NZ Communications-NZLNH,04-06-2018,2523,555                               
60201-Mobilnil-EGYAR,04-06-2018,2815,666                                        
60203-Etisalat - Egypt-EGYEM,04-06-2018,270,23                                  
60303-Wataniya-DZAWT,04-06-2018,0,10                                            
60400-Medi Telecom-MARMT,04-06-2018,247,40                                      
60401-IAM-MARM1,04-06-2018,17,26                                                
60501-Orange Tunisia-TUNOR,04-06-2018,24,3                                      
60801-Sonatel-SENAZ,04-06-2018,0,2                                              
61002-Ikatel Sa-MLI02,04-06-2018,0,32                                           
61101-Orange-GINGS,04-06-2018,1,3                                               
61203-Orange Cote d'Ivoire-CIV03,04-06-2018,1,4                                 
61701-Cellplus Mobile Communications-MUSCP,04-06-2018,0,18                      
61901-Celtel (SL) Limited-SLECT,04-06-2018,13,1                                 
62001-Scancom -GHASC,04-06-2018,716,193                                         
62006-Airtel Ghana-GHAZN,04-06-2018,5,166                                       
62007-Glo Mobile-GHAGM,04-06-2018,2,14                                          
62130-MTN-NGAMN,04-06-2018,2108,3706                                            
62150-Globacom - Nigeria-NGAGM,04-06-2018,12,16                                 
62160-Etisalat Nigeria-NGAEM,04-06-2018,534,17810                               
63102-Unitel-AGOUT,04-06-2018,14,21                                             
63510-Rwandacell - Rwanda-RWAMN,04-06-2018,5,99                                 
63902-Safaricom -KENSA,04-06-2018,175,246                                       
64005-Celtel Tanzania-TZACT,04-06-2018,14,66                                    
64101-Celtel Uganda-UGACE,04-06-2018,11,522                                     
64110-MTN-UGAMN,04-06-2018,5,2                                                  
64304-Vodacom-MOZVC,04-06-2018,1,1                                              
64602-SMM - Madagascar-MDGAN,04-06-2018,0,34                                    
64804-Econet-ZWEET,04-06-2018,5,31                                              
65202-Orange Botswana-BWAVC,04-06-2018,16,34                                    
65501-Vodacom South Africa-ZAFVC,04-06-2018,34,5                                
65507-Cell C-ZAFCC,04-06-2018,9,9                                               
65510-MTN South Africa-ZAFMN,04-06-2018,757,4056                                
71606-Telefonica Moviles-PERMO,04-06-2018,5,5                                   
72207-Argentina Telefonica-ARGTM,04-06-2018,213,90                              
72231-AMX Argentina-ARGCM,04-06-2018,7,6                                        
72234-Personal Telecom-ARGTP,04-06-2018,5098,592                                
72402-TIM Region 2 Rio Norte-BRARN,04-06-2018,792,592                           
72403-TIM Region 3 Sau Paulo-BRASP,04-06-2018,973,639                           
72404-TIM Region 1 Cellular Centro-BRACS,04-06-2018,131,438                     
72406-Vivo 2-BRAV2,04-06-2018,69,64                                             
72410-Vivo 1-BRAV1,04-06-2018,509,230                                           
72411-Vivo 3-BRAV3,04-06-2018,113,158                                           
72423-Telemig - Brazil-BRATC,04-06-2018,1,3                                     
72431-TNL (Oi)-BRATM,04-06-2018,1,2                                             
73001-Entel Telefonia Movil -CHLMV,04-06-2018,161,71                            
73212-Telefonica Moviles-COLTM,04-06-2018,319,51                                
73602-Entel Bolivia -BOLME,04-06-2018,2,13                                      
73801-Digicel Guyana-GUYUM,04-06-2018,2,18                                      
74000-Otecel-ECUOT,04-06-2018,4,1                                               
74801-Antel-URYAN,04-06-2018,4,10                                               
74807-Telefonica Moviles-URYTM,04-06-2018,8,2                                   
90131-Orange France-AAZOR,04-06-2018,0,4                                        
90137-Transatel-AAZTR,04-06-2018,1693,146                                       
90140-Telekom Deutschland Global SIM-AAZTD,04-06-2018,33,27                     
20201-Cosmote Mobile Telecom-GRCCO,05-06-2018,124923,16739                      
20205-Vodafone Greece-GRCPF,05-06-2018,394,229                                  
20210-Stet Hellas Telecommunications-GRCSH,05-06-2018,28405,2328                
20404-Vodafone Netherlands-NLDLT,05-06-2018,29604,815291                        
20408-KPN Tel Netherlands -NLDPT,05-06-2018,836704,1054295                      
20412-Telfort-NLDTM,05-06-2018,8975,1219                                        
20416-T-Mobile Netherlands-NLDPN,05-06-2018,954816,61859                        
20420-Orange Netherlands-NLDDT,05-06-2018,27,23                                 
20601-Belgacom Mobile -BELTB,05-06-2018,31774,7022                              
20610-Mobistar-BELMO,05-06-2018,206192,102113                                   
20620-Base-BELKO,05-06-2018,6423,861                                            
20801-Orange France-FRAF1,05-06-2018,3494560,551205                             
20810-SFR France-FRAF2,05-06-2018,0,37                                          
20815-Free Mobile -FRAF5,05-06-2018,529647,25086                                
20815-France Free Mobile-FRAFM,05-06-2018,529647,25086                          
20820-Bouygues Telecom-FRAF3,05-06-2018,949984,111407                           
21401-Vodafone Espaqa-ESPAT,05-06-2018,16053,3548                               
21403-Amena-ESPRT,05-06-2018,1383864,126777                                     
21404-Xfera Moviles-ESPXF,05-06-2018,272200,14776                               
21407-Telefonica Moviles-ESPTE,05-06-2018,68768,106293                          
21421-Jazztel Spain -ESPJZ,05-06-2018,12614,1293                                
21601-Pannon GSM-HUNH1,05-06-2018,94352,8792                                    
21630-Westel 900 GSM-HUNH2,05-06-2018,255133,19750                              
21670-Vodafone Hungary-HUNVR,05-06-2018,2671,186                                
21901-HT Mobile-HRVCN,05-06-2018,89289,4734                                     
21902-Tele2  (Croatia)-HRVT2,05-06-2018,1853,201                                
21910-VIP Net GSM -HRVVI,05-06-2018,824,72                                      
22001-Mobtel-YUGMT,05-06-2018,22,8                                              
22003-Telekom Srbija-YUGTS,05-06-2018,6,11                                      
22201-TIM Italy -ITASI,05-06-2018,496061,54018                                  
22210-Vodafone Omnitel-ITAOM,05-06-2018,19928,4821                              
22288-Wind Italy-ITAWI,05-06-2018,678247,62981                                  
22299-Hutchinson 3G - Italy-ITAH3,05-06-2018,12665,2936                         
22601-Mobifon -ROMMF,05-06-2018,8615,1755                                       
22603-Cosmorom-ROMCS,05-06-2018,191661,11508                                    
22610-Orange Romania-ROMMR,05-06-2018,815851,51564                              
22801-Swisscom-CHEC1,05-06-2018,223696,27240                                    
22802-sunrise-CHEDX,05-06-2018,39327,6442                                       
22803-Orange Switzerland-CHEOR,05-06-2018,57590,7093                            
23001-T-Mobile Czech-CZERM,05-06-2018,243390,19506                              
23002-Eurotel Praha -CZEET,05-06-2018,1288,439                                  
23003-Cesky Mobil -CZECM,05-06-2018,5439,875                                    
23101-Orange Slovakia-SVKGT,05-06-2018,87801,8240                               
23102-Eurotel Bratislava-SVKET,05-06-2018,69593,5605                            
23106-Telefonica o2-SVKO2,05-06-2018,266,105                                    
23201-Mobilkom Austria-AUTPT,05-06-2018,1681,5446                               
23203-T-Mobile Austria-AUTMM,05-06-2018,166091,741566                           
23205-Connect -AUTCA,05-06-2018,1461,591                                        
23207-Tele Ring Telekom -AUTTR,05-06-2018,36594,4228                            
23403-Airtel-GBRAJ,05-06-2018,705,96                                            
23418-Cloud 9-GBRC9,05-06-2018,83,64                                            
23450-Jersey Telecoms -GBRJT,05-06-2018,15887,246390                            
23455-Guernsey Telecom-GBRGT,05-06-2018,1284,2285                               
23458-Manx Telecom-GBRMT,05-06-2018,11874,230165                                
23801-Tele Danmark Mobil-DNKTD,05-06-2018,59599,5913                            
23802-Sonofon -DNKDM,05-06-2018,213893,282945                                   
23806-Hi3G - Denmark-DNKHU,05-06-2018,1332,156                                  
23820-Telia Mobile (Denmark)-DNKIA,05-06-2018,257151,14699                      
24001-Telia Mobitel (Sweden)-SWETR,05-06-2018,632584,40266                      
24002-HI 3G-SWEHU,05-06-2018,610,113                                            
24007-Tele2 AB-SWEIQ,05-06-2018,355334,136888                                   
24008-Vodafone Sweden-SWEEP,05-06-2018,267023,350961                            
24010-Tele2-SWESM,05-06-2018,1,49                                               
24042-Sweden Telenor-SWECN,05-06-2018,2012,104307                               
24201-Telenor Mobil -NORTM,05-06-2018,771598,126517                             
24202-NetCom-NORNC,05-06-2018,267503,39289                                      
24205-Telia Norge Norway-NORNN,05-06-2018,60158,9226                            
24405-Radiolinja Finland-FINRL,05-06-2018,3075,744                              
24412-Finnish 2G-FIN2G,05-06-2018,13005,13649                                   
24421-Elisa (2nd code)-FINES,05-06-2018,48,23                                   
24491-Sonera Corporation-FINTF,05-06-2018,281597,17378                          
24601-Omnitel Lithuania-LTUOM,05-06-2018,76046,7363                             
24602-Bite GSM-LTUMT,05-06-2018,82,11                                           
24603-Tele2-LTU03,05-06-2018,124414,14424                                       
24701-Latvian Mobile Telephone-LVALM,05-06-2018,105277,10009                    
24702-Baltcom GSM -LVABC,05-06-2018,72909,5865                                  
24801-Estonian Mob Tel-ESTEM,05-06-2018,53976,3974                              
24802-Radiolinja Estonia-ESTRE,05-06-2018,1824,139                              
24803-Estonia Ritabell (Tele2)-ESTRB,05-06-2018,21395,26387                     
25001-MTS-RUS01,05-06-2018,9825,1914                                            
25002-MegaFon -RUSNW,05-06-2018,9149,1397                                       
25099-VimpelCom-RUSBD,05-06-2018,22684,16647                                    
25501-Ukraine Mobile Communications-UKRUM,05-06-2018,392,53                     
25503-Kyvistar GSM-UKRKS,05-06-2018,12341,3683                                  
25506-Astelit LLC-UKRAS,05-06-2018,1572,324                                     
25901-Voxtel-MDAVX,05-06-2018,165,21                                            
26001-Polkomtel -POLKM,05-06-2018,302315,23077                                  
26002-Era -POL02,05-06-2018,484251,45313                                        
26003-PTK Centeltel -POL03,05-06-2018,751547,82540                              
26006-P4 - 3G Poland-POLP4,05-06-2018,378,452                                   
26201-T-Mobile Germany-DEUD1,05-06-2018,1868265,987767                          
26202-Vodafone Germany-DEUD2,05-06-2018,10481,5083                              
26203-Eplus -DEUE1,05-06-2018,16689,7377                                        
26207-O2 Germany-DEUE2,05-06-2018,52293,15812                                   
26601-Gibtel Telecommunications -GIBGT,05-06-2018,3896,362                      
26801-Vodafone Portugal-PRTTL,05-06-2018,4312,845                               
26803-Optimus -PRTOP,05-06-2018,132492,7377                                     
26806-TMN-PRTTM,05-06-2018,114358,11518                                         
27001-Luxembourg P&T-LUXPT,05-06-2018,64258,52777                               
27077-Tango -LUXTG,05-06-2018,1557,325                                          
27099-VOX Mobile - Luxembourg-LUXVM,05-06-2018,17809,3579                       
27201-Vodafone Ireland-IRLEC,05-06-2018,7736,29774                              
27202-O2 Ireland-IRLDF,05-06-2018,15259,134939                                  
27203-Meteor-IRLME,05-06-2018,763671,42288                                      
27205-Hutchinson 3G - Ireland-IRLH3,05-06-2018,46992,18356                      
27401-Landssimi Islands -ISLPS,05-06-2018,1028,185                              
27402-TAL -ISLTL,05-06-2018,2725,528                                            
27411-Nova Iceland-ISLK9,05-06-2018,9376,1015                                   
27411-Nova Efh-ISLNO,05-06-2018,9376,1015                                       
27601-AMC (Albanian Mobile) -ALBAM,05-06-2018,135,6289                          
27602-Vodafone Albania-ALBVF,05-06-2018,0,1                                     
27801-Vodafone Malta-MLTTL,05-06-2018,358,187                                   
27821-Go Mobile -MLTGO,05-06-2018,3284,620                                      
28001-Cyprus Telecommunications Author-CYPCT,05-06-2018,311,195                 
28010-Scancom (Cyprus)-CYPSC,05-06-2018,18759,2001                              
28020-CYPRUS Primtel-CYPPT,05-06-2018,18,10                                     
28201-Geocell -GEOGC,05-06-2018,1,3                                             
28310-Orange-ARMOR,05-06-2018,18,5                                              
28401-MobiTel AD Bulgaria-BGR01,05-06-2018,692,276                              
28403-Bulgarian Telecom -  Bulgaria-BGRVA,05-06-2018,42046,4092                 
28405-Globul - Cosmo Bulgaria -BGRCM,05-06-2018,393370,24937                    
28601-Turkcell-TURTC,05-06-2018,143431,7779                                     
28603-IS TIM-TURIS,05-06-2018,7501,481                                          
29340-SI-Mobil-SVNSM,05-06-2018,1375,174                                        
29341-Mobitel Slovenia-SVNMT,05-06-2018,7073,457                                
29364-T-2 d.o.o. Slovenia-SVNFT,05-06-2018,378,73                               
29401-Makedonski Telekomunikacii-MKDMM,05-06-2018,41,37                         
29502-VIAG Europlatform-LIEK9,05-06-2018,1,4                                    
29502-VIAG Europlatform-LIEVE,05-06-2018,1,4                                    
29505-Mobilkom-LIEMK,05-06-2018,197,2437                                        
29702-T-Mobile Montenegro-MNETM,05-06-2018,12,90                                
30222-Telus Canada-CANTS,05-06-2018,54770,11617                                 
30237-Microcell (Fido)-CANMC,05-06-2018,3189,1587                               
30261-Bell Mobility-CANBM,05-06-2018,48305,8708                                 
30272-Rogers Wireless -CANRW,05-06-2018,26100,7467                              
31017-Cingular (Pacific Bell Services)-USAPB,05-06-2018,2713,19141              
31026-T-Mobile- USAW6-USAW6,05-06-2018,1028071,225154                           
31041-Cingular (Genesis)-USACG,05-06-2018,1320325,230179                        
31148-Verizon-USAVZ,05-06-2018,38,40                                            
33402-Radiomovil-MEXTL,05-06-2018,0,5                                           
33403-Mexico - Telefonica-MEXMS,05-06-2018,25,128                               
33405-Iusacell Mexico-MEXIU,05-06-2018,45,48                                    
33805-Digicel Barbados Barbados-BRBDC,05-06-2018,410,472                        
33805-Digicel Mossel-JAMDC,05-06-2018,410,472                                   
33818-C&W/Jamaica-JAMCW,05-06-2018,1,48                                         
34001-Orange Caraïbe (FWI)-GLP01,05-06-2018,1970,273                            
34020-FWI Bouygues Telecom-FRAF4,05-06-2018,19,5                                
34260-C&W/Barbados-BRBCW,05-06-2018,1,5                                         
34492-Antigua C&W-ATGCW,05-06-2018,4,6                                          
34614-C&W/Cayman-CYMCW,05-06-2018,57,47                                         
34817-Cable Wireless-VGBCW,05-06-2018,2,1                                       
35000-Bermuda Digital-BMUBD,05-06-2018,127,13                                   
35211-Grenada-GRDCW,05-06-2018,3,42                                             
35486-Montserrat C & W-MSRCW,05-06-2018,1,6                                     
35611-St Kitts - C & W-KNACW,05-06-2018,0,2                                     
35811-ST Lucia-LCACW,05-06-2018,0,13                                            
36439-BTC-BHSBH,05-06-2018,0,7                                                  
36584-Anguillia C&W-AIACW,05-06-2018,0,3                                        
36611-Dominica - C & W-DMACW,05-06-2018,0,2                                     
37001-Orange Dominican Republic-DOM01,05-06-2018,0,2                            
37413-Digicel Trinidad-TTODL,05-06-2018,0,13                                    
37635-Turks & Calcos - C & W-TCACW,05-06-2018,0,3                               
40001-Azercell Telecom-AZEAC,05-06-2018,34,6                                    
40002-Bakcell -AZEBC,05-06-2018,1,3                                             
40101-Kar-tel -KAZKT,05-06-2018,0,11                                            
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,05-06-2018,4822,1360               
40403-Airtel Bharti [Himachal Pradesh]-INDBL,05-06-2018,726,29                  
40404-Idea Cellular Delhi-INDID,05-06-2018,96,9                                 
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,05-06-2018,2534,142                
40407-Idea Cellular [Andhra Pradesh] I-IND07,05-06-2018,53,4                    
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,05-06-2018,69398,7317              
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,05-06-2018,6247,436                
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,05-06-2018,225,11                  
40416-Bharti Hexacom North East  India-IND16,05-06-2018,32,8                    
40419-Escotel [Kerala] INDEK - 40419-INDEK,05-06-2018,0,2                       
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,05-06-2018,15491,1553              
40422-Idea Cellular [Maharashtra] INDB-INDBO,05-06-2018,975,151                 
40424-Idea Cellular [Gujarat] INDBI - -INDBI,05-06-2018,163,50                  
40427-BPL Cellular [Maharashtra]-INDBM,05-06-2018,1329,52                       
40430-Hutchison [Calcutta] INDCC - 404-INDCC,05-06-2018,1884,137                
40431-Airtel Bharti [Calcutta] INDMT --INDMT,05-06-2018,7672,1785               
40440-Airtel Bharti [Chennai] INDSC - -INDSC,05-06-2018,7444,1312               
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,05-06-2018,0,1                     
40445-Airtel Bharti [Karnataka] INDJB -INDJB,05-06-2018,21825,3049              
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,05-06-2018,72,12                   
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,05-06-2018,15679,2380              
40456-Escotel [UP West]-INDEU,05-06-2018,138,29                                 
40470-Airtel India [Rajasthan] INDH1-INDH1,05-06-2018,4712,462                  
40490-Airtel Bharti [Maharashtra]-INDA2,05-06-2018,1353,2426                    
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,05-06-2018,12312,9890              
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,05-06-2018,1345,181                
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,05-06-2018,1568,256                 
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,05-06-2018,1342,105                
40496-Airtel Bharti [Haryana]-INDA5,05-06-2018,581,115                          
40497-Airtel Bharti [UP West] INDA6 - -INDA6,05-06-2018,665,152                 
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,05-06-2018,342,220                  
40556-Bharti Airtel Assam India-IND15,05-06-2018,270,18                         
40579-Idea Cellular Mumbai -INDIM,05-06-2018,111,20                             
41001-Mobilink-PAKMK,05-06-2018,43,35                                           
